# CSP violation baseline — generated by `bin/rails csp:baseline`.
# Pre-existing inline style/script/event-handler debt that csp:report tolerates.
# Goal: burn this list down to zero. Do NOT add new entries by hand.
# Format: <file>|<label>|<code snippet>
app/views/applications/edit.html.erb|inline style attribute|style="display: <%= @application.ownership_status_joint? ? 'block' : 'none' %>;">
app/views/applications/edit.html.erb|inline style attribute|style="display: <%= @application.ownership_status_lender? ? 'block' : 'none' %>;">
app/views/applications/edit.html.erb|inline style attribute|style="display: <%= @application.ownership_status_super? ? 'block' : 'none' %>;">
app/views/applications/income_and_loan.html.erb|inline style attribute|<div class="custom-rate-input" data-income-loan-form-target="customRateInput" style="display: none;">
app/views/applications/messages.html.erb|<style> block|<style>
app/views/applications/messages.html.erb|inline style attribute|<div class="message-replies" id="message-<%= message.id %>-replies" style="display: none;">
app/views/applications/reply_success.turbo_stream.erb|inline style attribute|<div class="reply-success-message" style="background: #d1fae5; border: 1px solid #059669; border-radius: 6px; padding: 1
app/views/borrower/accounts/edit.html.erb|<style> block|<style>
app/views/borrower/accounts/show.html.erb|<style> block|<style>
app/views/borrower/applications/contract.pdf.erb|<style> block|<style>
app/views/borrower/applications/contract.pdf.erb|inline style attribute|<div class="signature-line" style="margin-top: 40px;"></div>
app/views/borrower/applications/contract.pdf.erb|inline style attribute|<p style="margin-top: 40px; font-size: 12px; color: #6B7280;">
app/views/borrower/applications/contract.pdf.erb|inline style attribute|<p style="margin-top: 5px;">Borrower Signature</p>
app/views/borrower/applications/documents.html.erb|<style> block|<style>
app/views/borrower/applications/documents.html.erb|inline style attribute|<div class="statement-description" style="font-size: 13px; color: #666; margin-bottom: 16px;">
app/views/borrower/applications/income_statements.pdf.erb|<style> block|<style>
app/views/borrower/applications/income_statements.pdf.erb|inline style attribute|<p style="color: #6B7280;">12-Month Income Payment Projection</p>
app/views/borrower/applications/income_statements.pdf.erb|inline style attribute|<p style="margin-top: 15px;">
app/views/borrower/applications/key_facts.pdf.erb|<style> block|<style>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<div style="margin-top: 30px; padding-top: 15px; border-top: 1px solid #E5E7EB; font-size: 12px; color: #6B7280;">
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<p style="margin-top: 15px;">This Key Facts Sheet is for information purposes. For legal advice, please consult your law
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<table style="width: 100%; border-collapse: collapse;">
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;">$<%= number_with_precision(@application.loan_amount, precisi
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;">$<%= number_with_precision(@application.monthly_payment * 12
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;">$<%= number_with_precision(@application.monthly_payment, pre
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;">$<%= number_with_precision(@application.property_value, prec
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;"><%= @application.property_address %></td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;"><%= number_with_precision(@application.ltv_ratio * 100, prec
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;"><strong>Annual Guaranteed Income</strong></td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;"><strong>Guaranteed Monthly Income</strong></td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;"><strong>LTV (Loan-to-Value)</strong></td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;"><strong>Loan Amount</strong></td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px; border-bottom: 1px solid #E5E7EB;"><strong>Property Value</strong></td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px;"><%= @application.loan_term_years %> years</td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="padding: 8px;"><strong>Loan Term</strong></td>
app/views/borrower/applications/key_facts.pdf.erb|inline style attribute|<td style="width: 50%; padding: 8px; border-bottom: 1px solid #E5E7EB;"><strong>Property Address</strong></td>
app/views/borrower/applications/payment_history.html.erb|<style> block|<style>
app/views/borrower/distributions/receipt.pdf.erb|<style> block|<style>
app/views/borrower/distributions/receipt.pdf.erb|inline style attribute|<div style="margin-top: 10px; padding: 10px; background: #F9FAFB; border-radius: 4px;">
app/views/borrower/distributions/receipt.pdf.erb|inline style attribute|<p style="margin-top: 15px;">
app/views/borrower/distributions/receipt.pdf.erb|inline style attribute|<p style="margin: 0; font-size: 12px;">This is a guaranteed monthly income payment from your Equity Partner Mortgage. In
app/views/borrower/distributions/receipt.pdf.erb|inline style attribute|<p style="margin: 5px 0 0 0; font-size: 13px;">This payment has been successfully processed and deposited to your nomina
app/views/borrower/distributions/receipt.pdf.erb|inline style attribute|<span class="detail-label" style="font-size: 16px;">Amount Paid</span>
app/views/borrower/distributions/receipt.pdf.erb|inline style attribute|<ul style="margin: 5px 0; padding-left: 20px;">
app/views/borrower/legal_documents/index.html.erb|<style> block|<style>
app/views/borrower/legal_documents/index.html.erb|inline style attribute|<div class="summary-value" style="color: #4caf50;"><%= @required_documents.count - @pending_documents.count %></div>
app/views/borrower/legal_documents/index.html.erb|inline style attribute|<div class="summary-value" style="color: #ff9800;"><%= @pending_documents.count %></div>
app/views/borrower/legal_documents/show.html.erb|<style> block|<style>
app/views/borrower/messages/index.html.erb|<style> block|<style>
app/views/borrower/passwords/edit.html.erb|<style> block|<style>
app/views/borrower/passwords/edit.html.erb|inline <script>|<script>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<a href="<%= borrower_application_messages_url(@application) %>" style="color: #2196F3; text-decoration: none;">View all
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<a href="<%= borrower_application_messages_url(@application) %>" style="display: inline-block; background: #2196F3; colo
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<a href="<%= borrower_application_url(@application) %>" style="color: #2196F3; text-decoration: none;">View your loan de
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<a href="<%= borrower_root_url %>" style="color: #2196F3; text-decoration: none;">Borrower Portal</a>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<a href="<%= edit_borrower_account_url %>" style="color: #2196F3; text-decoration: none;">Notification Settings</a> |
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<a href="<%= edit_borrower_account_url %>" style="color: #2196F3; text-decoration: none;">Update notification preference
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="background: #f3f4f6; padding: 20px; text-align: center; font-size: 12px; color: #6b7280; border-radius: 0 0 
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="background: #f9fafb; padding: 30px; border: 1px solid #e5e7eb;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="background: #fffbeb; padding: 15px; border-radius: 4px; margin: 20px 0; border-left: 4px solid #f59e0b;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="background: linear-gradient(135deg, #2196F3 0%, #1976D2 100%); color: white; padding: 30px; text-align: cent
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="background: white; border-left: 4px solid #2196F3; padding: 20px; margin: 20px 0;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="font-family: Arial, sans-serif; color: #333; line-height: 1.6; max-width: 600px; margin: 0 auto;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="margin-bottom: 12px;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="margin-bottom: 15px;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="margin-top: 15px; padding-top: 15px; border-top: 1px solid #e5e7eb;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<div style="text-align: center; margin: 30px 0;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<h1 style="margin: 0; font-size: 28px;">💬 New Message</h1>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<h3 style="margin: 20px 0 10px 0; color: #1f2937;">Quick Links</h3>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<li style="margin-bottom: 8px;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 0 0 10px 0; font-weight: bold; color: #1976D2;">Message Preview:</p>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 0 0 10px 0;">This is an automated notification from your EPM borrower portal.</p>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 0 0 20px 0;">Hi <%= @user.first_name %>,</p>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 0 0 20px 0;">You have received a new message regarding your Equity Partner Mortgage.</p>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 0; font-size: 13px;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 0; white-space: pre-wrap; color: #555; font-size: 14px;"><%= @preview %></p>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 0;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 10px 0 0 0; font-size: 16px;">You have a new message from your lender</p>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<p style="margin: 20px 0 0 0; padding-top: 20px; border-top: 1px solid #e5e7eb; font-size: 13px; color: #666;">
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<span style="display: inline-block; width: 120px; font-weight: bold;">Date:</span>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<span style="display: inline-block; width: 120px; font-weight: bold;">From:</span>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<span style="display: inline-block; width: 120px; font-weight: bold;">Property:</span>
app/views/borrower_mailer/lender_message.html.erb|inline style attribute|<ul style="margin: 10px 0 20px 0; padding-left: 20px;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<a href="<%= borrower_application_url(@application) %>" style="color: #2196F3; text-decoration: none;">Check your paymen
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<a href="<%= borrower_distribution_download_receipt_url(@distribution, format: :pdf) %>" style="color: #2196F3; text-dec
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<a href="<%= borrower_root_url %>" style="color: #2196F3; text-decoration: none;">View portal</a>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<a href="<%= edit_borrower_account_url %>" style="color: #2196F3; text-decoration: none;">Update notification preference
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<div style="background: #ecfdf5; padding: 15px; border-radius: 4px; margin: 20px 0;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<div style="background: #f3f4f6; padding: 20px; text-align: center; font-size: 12px; color: #6b7280; border-radius: 0 0 
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<div style="background: #f9fafb; padding: 30px; border: 1px solid #e5e7eb;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<div style="background: linear-gradient(135deg, #059669 0%, #047857 100%); color: white; padding: 30px; text-align: cent
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<div style="background: white; border-left: 4px solid #059669; padding: 20px; margin: 20px 0;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<div style="font-family: Arial, sans-serif; color: #333; line-height: 1.6; max-width: 600px; margin: 0 auto;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<div style="margin-bottom: 12px;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<h1 style="margin: 0; font-size: 28px;">✓ Payment Received</h1>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<h3 style="margin: 20px 0 10px 0; color: #1f2937;">What's Next?</h3>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<li style="margin-bottom: 8px;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<p style="margin: 0 0 10px 0;">This is an automated message. Please don't reply with sensitive information.</p>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<p style="margin: 0 0 20px 0;">Great news! Your monthly guaranteed income payment has been successfully processed and de
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<p style="margin: 0 0 20px 0;">Hi <%= @user.first_name %>,</p>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<p style="margin: 0; font-size: 13px; color: #047857;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<p style="margin: 0;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<p style="margin: 10px 0 0 0; font-size: 16px;">Your monthly EPM income has been paid</p>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<p style="margin: 20px 0 0 0; padding-top: 20px; border-top: 1px solid #e5e7eb; font-size: 13px; color: #666;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<span style="display: inline-block; width: 150px; font-weight: bold;">Payment Amount:</span>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<span style="display: inline-block; width: 150px; font-weight: bold;">Payment Date:</span>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<span style="display: inline-block; width: 150px; font-weight: bold;">Property:</span>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<span style="display: inline-block; width: 150px; font-weight: bold;">Transaction ID:</span>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<span style="font-family: monospace; color: #666;"><%= @distribution.transaction_id %></span>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<span style="font-size: 20px; color: #059669; font-weight: bold;">$<%= @amount %></span>
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|<ul style="margin: 10px 0 20px 0; padding-left: 20px;">
app/views/borrower_mailer/payment_distributed.html.erb|inline style attribute|Reply to this email or <a href="<%= borrower_application_messages_url(@application) %>" style="color: #2196F3; text-deco
app/views/broker/applications/index.html.erb|inline style attribute|<div class="admin-metrics-grid" style="margin-bottom: 2rem;">
app/views/broker/applications/index.html.erb|inline style attribute|<div class="admin-section" style="margin-top: 2rem;">
app/views/broker/applications/index.html.erb|inline style attribute|<div style="padding: 2rem; text-align: center; color: #6b7280;">
app/views/broker/applications/index.html.erb|inline style attribute|<span style="color: #10b981;">Approved</span>
app/views/broker/applications/index.html.erb|inline style attribute|<span style="color: #ef4444;">Rejected</span>
app/views/broker/applications/index.html.erb|inline style attribute|<span style="color: #fbbf24;">Pending</span>
app/views/broker/applications/show.html.erb|inline style attribute|<div class="admin-section" style="margin-top: 2rem;">
app/views/broker/applications/show.html.erb|inline style attribute|<div class="admin-two-column" style="margin-bottom: 2rem;">
app/views/broker/applications/show.html.erb|inline style attribute|<div style="display: grid; gap: 1rem;">
app/views/broker/applications/show.html.erb|inline style attribute|<div style="display: grid; grid-template-columns: repeat(auto-fit, minmax(200px, 1fr)); gap: 1rem;">
app/views/broker/applications/show.html.erb|inline style attribute|<div style="margin-top: 2rem;">
app/views/broker/applications/show.html.erb|inline style attribute|<div style="padding: 1rem; background: #f9fafb; border-radius: 0.5rem; border-left: 4px solid #6366f1;">
app/views/broker/applications/show.html.erb|inline style attribute|<div style="padding: 1rem; background: #f9fafb; border-radius: 0.5rem; border-left: 4px solid #8b5cf6;">
app/views/broker/applications/show.html.erb|inline style attribute|<div style="padding: 1rem; background: #f9fafb; border-radius: 0.5rem; border-left: 4px solid #ec4899;">
app/views/broker/applications/show.html.erb|inline style attribute|<h3 style="margin-bottom: 1rem;">Applicant Information</h3>
app/views/broker/applications/show.html.erb|inline style attribute|<h3 style="margin-bottom: 1rem;">Application Status</h3>
app/views/broker/applications/show.html.erb|inline style attribute|<h3 style="margin-bottom: 1rem;">Distribution History</h3>
app/views/broker/applications/show.html.erb|inline style attribute|<h3 style="margin-bottom: 1rem;">EPM Performance</h3>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Applied</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Email</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Equity %</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Equity Investment</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Full Name</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Lender</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Phone</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Status</label>
app/views/broker/applications/show.html.erb|inline style attribute|<label style="font-weight: 600; color: #374151; font-size: 0.875rem;">Term (Years)</label>
app/views/broker/applications/show.html.erb|inline style attribute|<p style="color: #6b7280;">No mortgage contract details available yet.</p>
app/views/broker/applications/show.html.erb|inline style attribute|<p style="font-size: 1.5rem; font-weight: 700; color: #111827;">
app/views/broker/applications/show.html.erb|inline style attribute|<span style="color: #10b981; font-weight: 600;">Approved</span>
app/views/broker/applications/show.html.erb|inline style attribute|<span style="color: #10b981; font-weight: 600;">Completed</span>
app/views/broker/applications/show.html.erb|inline style attribute|<span style="color: #3b82f6; font-weight: 600;">Processing</span>
app/views/broker/applications/show.html.erb|inline style attribute|<span style="color: #ef4444; font-weight: 600;">Failed</span>
app/views/broker/applications/show.html.erb|inline style attribute|<span style="color: #ef4444; font-weight: 600;">Rejected</span>
app/views/broker/applications/show.html.erb|inline style attribute|<span style="color: #f59e0b; font-weight: 600;">Pending</span>
app/views/broker/applications/show.html.erb|inline style attribute|<span style="color: #fbbf24; font-weight: 600;">Pending</span>
app/views/broker/commissions/index.html.erb|<style> block|<style>
app/views/broker/passwords/edit.html.erb|<style> block|<style>
app/views/broker/passwords/new.html.erb|<style> block|<style>
app/views/broker_portal/legal_documents/index.html.erb|<style> block|<style>
app/views/broker_portal/legal_documents/index.html.erb|inline style attribute|<div class="summary-value" style="color: #4caf50;"><%= @required_documents.count - @pending_documents.count %></div>
app/views/broker_portal/legal_documents/index.html.erb|inline style attribute|<div class="summary-value" style="color: #ff9800;"><%= @pending_documents.count %></div>
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<a href="<%= @contract_link %>" class="email-button-link" style="background-color: #0891b2;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<div class="email-header-cell" style="margin: 32px 0;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<div class="email-notice-info" style="max-width: 300px; margin: 0 auto;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<div style="background: #ffffff; border-radius: 12px; border: 1px solid #e5e7eb; box-shadow: 0 2px 8px rgba(0, 0, 0, 0.0
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<div style="width: 64px; height: 64px; border-radius: 50%; background: linear-gradient(135deg, #3b82f6, #1d4ed8); displa
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<h1 style="margin: 0 0 4px 0; color: #374151; font-size: 24px; font-weight: 600;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<h1 style="margin: 0; color: #374151; font-size: 24px; font-weight: 600;">📧 New Message from Futureproof</h1>
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<h2 class="email-message-title" style="font-size: 20px; color: #1e293b;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<h3 style="color: #0891b2; margin: 0 0 12px 0; font-size: 16px;">Need Help?</h3>
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<p class="email-content-text" style="margin: 0 0 16px 0;">Dear <%= @user.first_name %>,</p>
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<p style="margin: 0 0 16px 0; color: #6b7280; font-size: 15px; line-height: 1.6;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<p style="margin: 0 0 8px 0; color: #374151; font-size: 14px;">Questions about your contract?</p>
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<p style="margin: 0 0 8px 0; color: #3b82f6; font-size: 16px; font-weight: 500;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<p style="margin: 0; color: #374151; font-size: 14px;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 14px;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<table role="presentation" class="email-button-table" style="margin: 0 auto;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<table role="presentation" class="email-table" style="margin: 32px 0;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<td class="email-header-cell" style="vertical-align: top; padding-right: 16px;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|<td style="text-align: left; vertical-align: top;">
app/views/contract_mailer/message_notification.html.erb|inline style attribute|style="width: 64px; height: 64px; border-radius: 50%; object-fit: cover; border: 3px solid #3b82f6;" />
app/views/dashboard/_application_management.html.erb|inline style attribute|<div class="application-details-section" id="details-<%= application.id %>" style="display: none;">
app/views/dashboard/_application_management.html.erb|inline style attribute|<div class="application-messages-section" id="messages-<%= application.id %>" style="display: none;">
app/views/dashboard/_application_management.html.erb|inline style attribute|<div class="reply-form-container" style="display: none;" id="reply-form-<%= message.id %>">
app/views/dashboard/_contract_management.html.erb|<style> block|<style>
app/views/dashboard/_contract_management.html.erb|inline style attribute|<div class="application-details-section" id="details-<%= contract.id %>" style="display: none;">
app/views/dashboard/_contract_management.html.erb|inline style attribute|<div class="application-messages-section" id="messages-<%= contract.id %>" style="display: none;">
app/views/dashboard/_contract_management.html.erb|inline style attribute|<div class="reply-form-container" style="display: none;" id="reply-form-<%= message.id %>">
app/views/dashboard/_customer_checklist.html.erb|inline style attribute|<div class="progress-fill" style="width: 100%"></div>
app/views/dashboard/_customer_checklist.html.erb|inline style attribute|style="width: <%= application.checklist_completion_percentage %>%"></div>
app/views/dashboard/applications/edit.html.erb|inline style attribute|<button type="button" id="add-borrower" class="btn site-btn-secondary btn-sm" style="margin-top: 10px;">Add Another Borr
app/views/dashboard/applications/edit.html.erb|inline style attribute|style="display: <%= @application.has_existing_mortgage? ? 'block' : 'none' %>;">
app/views/dashboard/applications/edit.html.erb|inline style attribute|style="display: <%= @application.ownership_status_individual? ? 'block' : 'none' %>;">
app/views/dashboard/applications/edit.html.erb|inline style attribute|style="display: <%= @application.ownership_status_joint? ? 'block' : 'none' %>;">
app/views/dashboard/applications/edit.html.erb|inline style attribute|style="display: <%= @application.ownership_status_lender? ? 'block' : 'none' %>;">
app/views/dashboard/applications/edit.html.erb|inline style attribute|style="display: <%= @application.ownership_status_super? ? 'block' : 'none' %>;">
app/views/dashboard/applications/new.html.erb|inline style attribute|<button type="button" id="add-borrower" class="btn site-btn-secondary btn-sm" style="margin-top: 10px;">Add Another Borr
app/views/dashboard/applications/new.html.erb|inline style attribute|style="display: <%= @application.has_existing_mortgage? ? 'block' : 'none' %>;">
app/views/dashboard/applications/new.html.erb|inline style attribute|style="display: <%= @application.ownership_status_individual? ? 'block' : 'none' %>;">
app/views/dashboard/applications/new.html.erb|inline style attribute|style="display: <%= @application.ownership_status_joint? ? 'block' : 'none' %>;">
app/views/dashboard/applications/new.html.erb|inline style attribute|style="display: <%= @application.ownership_status_lender? ? 'block' : 'none' %>;">
app/views/dashboard/applications/new.html.erb|inline style attribute|style="display: <%= @application.ownership_status_super? ? 'block' : 'none' %>;">
app/views/dashboard/index.html.erb|inline style attribute|<div class="progress-fill" style="width: <%= @current_application.progress_percentage %>%"></div>
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<h2 style="margin: 0 0 16px 0; color: #1f2937; font-size: 32px; font-weight: 700; line-height: 1.2;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<p style="margin: 0 0 12px 0; color: #92400e; font-size: 14px; font-weight: 600;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<p style="margin: 0 0 16px 0; color: #374151; font-size: 14px; line-height: 1.6; text-align: center;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<p style="margin: 0 0 24px 0; color: #374151; font-size: 16px; line-height: 1.6;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<p style="margin: 0 0 32px 0; color: #374151; font-size: 16px; line-height: 1.6;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 14px; line-height: 1.6; text-align: center; word-break: break-all;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 18px; line-height: 1.6;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<p style="margin: 0; color: #92400e; font-size: 14px; line-height: 1.6;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<table role="presentation" style="border-collapse: collapse; border: 0; border-spacing: 0;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0; margin-bottom: 3
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<td style="background: linear-gradient(135deg, #3b82f6 0%, #1d4ed8 100%); border-radius: 8px;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<td style="padding: 20px; background-color: #fef3c7; border-radius: 8px; border-left: 4px solid #f59e0b;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<td style="padding: 24px; background-color: #f9fafb; border-radius: 8px; border: 1px solid #e5e7eb;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|<td style="text-align: center;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|Hello <strong style="color: #1f2937;"><%= @email %></strong>,
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|style="color: #3b82f6; text-decoration: underline;">
app/views/devise/mailer/confirmation_instructions.html.erb|inline style attribute|style="display: inline-block; padding: 16px 32px; color: #ffffff; text-decoration: none; font-size: 16px; font-weight: 6
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<a href="mailto:support@futureprooffinancial.app" style="color: #1e40af; text-decoration: underline;">support@futureproo
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<h2 style="margin: 0 0 16px 0; color: #1f2937; font-size: 32px; font-weight: 700; line-height: 1.2;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0 0 12px 0; color: #1e40af; font-size: 14px; font-weight: 600;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0 0 12px 0; color: #92400e; font-size: 14px; font-weight: 600;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0 0 16px 0; color: #374151; font-size: 14px; line-height: 1.6; text-align: center;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0 0 24px 0; color: #374151; font-size: 16px; line-height: 1.6;">
