,,,,,,,,,,,,,,,,,,,
,Investment Account,FORMULA: =C81+(C24=$D$17)*-C80,FORMULA: =D81+(D24=$D$17)*-D80,FORMULA: =E81+(E24=$D$17)*-E80,FORMULA: =F81+(F24=$D$17)*-F80,FORMULA: =G81+(G24=$D$17)*-G80,FORMULA: =H81+(H24=$D$17)*-H80,FORMULA: =I81+(I24=$D$17)*-I80,FORMULA: =J81+(J24=$D$17)*-J80,FORMULA: =K81+(K24=$D$17)*-K80,FORMULA: =L81+(L24=$D$17)*-L80,FORMULA: =M81+(M24=$D$17)*-M80,FORMULA: =N81+(N24=$D$17)*-N80,FORMULA: =O81+(O24=$D$17)*-O80,FORMULA: =P81+(P24=$D$17)*-P80,FORMULA: =Q81+(Q24=$D$17)*-Q80,FORMULA: =R81+(R24=$D$17)*-R80,FORMULA: =S81+(S24=$D$17)*-S80,FORMULA: =T81+(T24=$D$17)*-T80
,Less Funder Loan,FORMULA: =-C32+(C24=$D$17)*-C28,FORMULA: =-D32+(D24=$D$17)*-D28,FORMULA: =-E32+(E24=$D$17)*-E28,FORMULA: =-F32+(F24=$D$17)*-F28,FORMULA: =-G32+(G24=$D$17)*-G28,FORMULA: =-H32+(H24=$D$17)*-H28,FORMULA: =-I32+(I24=$D$17)*-I28,FORMULA: =-J32+(J24=$D$17)*-J28,FORMULA: =-K32+(K24=$D$17)*-K28,FORMULA: =-L32+(L24=$D$17)*-L28,FORMULA: =-M32+(M24=$D$17)*-M28,FORMULA: =-N32+(N24=$D$17)*-N28,FORMULA: =-O32+(O24=$D$17)*-O28,FORMULA: =-P32+(P24=$D$17)*-P28,FORMULA: =-Q32+(Q24=$D$17)*-Q28,FORMULA: =-R32+(R24=$D$17)*-R28,FORMULA: =-S32+(S24=$D$17)*-S28,FORMULA: =-T32+(T24=$D$17)*-T28
,Add: Consumer Loan,FORMULA: =C39+(C24=$D$17)*C36,FORMULA: =D39+(D24=$D$17)*D36,FORMULA: =E39+(E24=$D$17)*E36,FORMULA: =F39+(F24=$D$17)*F36,FORMULA: =G39+(G24=$D$17)*G36,FORMULA: =H39+(H24=$D$17)*H36,FORMULA: =I39+(I24=$D$17)*I36,FORMULA: =J39+(J24=$D$17)*J36,FORMULA: =K39+(K24=$D$17)*K36,FORMULA: =L39+(L24=$D$17)*L36,FORMULA: =M39+(M24=$D$17)*M36,FORMULA: =N39+(N24=$D$17)*N36,FORMULA: =O39+(O24=$D$17)*O36,FORMULA: =P39+(P24=$D$17)*P36,FORMULA: =Q39+(Q24=$D$17)*Q36,FORMULA: =R39+(R24=$D$17)*R36,FORMULA: =S39+(S24=$D$17)*S36,FORMULA: =T39+(T24=$D$17)*T36
,Less: Interest Deficit,FORMULA: =C130,FORMULA: =D130,FORMULA: =E130,FORMULA: =F130,FORMULA: =G130,FORMULA: =H130,FORMULA: =I130,FORMULA: =J130,FORMULA: =K130,FORMULA: =L130,FORMULA: =M130,FORMULA: =N130,FORMULA: =O130,FORMULA: =P130,FORMULA: =Q130,FORMULA: =R130,FORMULA: =S130,FORMULA: =T130
,Surplus/ (Deficit),FORMULA: =SUM(C84:C87),FORMULA: =SUM(D84:D87),FORMULA: =SUM(E84:E87),FORMULA: =SUM(F84:F87),FORMULA: =SUM(G84:G87),FORMULA: =SUM(H84:H87),FORMULA: =SUM(I84:I87),FORMULA: =SUM(J84:J87),FORMULA: =SUM(K84:K87),FORMULA: =SUM(L84:L87),FORMULA: =SUM(M84:M87),FORMULA: =SUM(N84:N87),FORMULA: =SUM(O84:O87),FORMULA: =SUM(P84:P87),FORMULA: =SUM(Q84:Q87),FORMULA: =SUM(R84:R87),FORMULA: =SUM(S84:S87),FORMULA: =SUM(T84:T87)
,Funder share pre LMI,"FORMULA: =IF(C88<0,C88,C88*0.5)","FORMULA: =IF(D88<0,D88,D88*0.5)","FORMULA: =IF(E88<0,E88,E88*0.5)","FORMULA: =IF(F88<0,F88,F88*0.5)","FORMULA: =IF(G88<0,G88,G88*0.5)","FORMULA: =IF(H88<0,H88,H88*0.5)","FORMULA: =IF(I88<0,I88,I88*0.5)","FORMULA: =IF(J88<0,J88,J88*0.5)","FORMULA: =IF(K88<0,K88,K88*0.5)","FORMULA: =IF(L88<0,L88,L88*0.5)","FORMULA: =IF(M88<0,M88,M88*0.5)","FORMULA: =IF(N88<0,N88,N88*0.5)","FORMULA: =IF(O88<0,O88,O88*0.5)","FORMULA: =IF(P88<0,P88,P88*0.5)","FORMULA: =IF(Q88<0,Q88,Q88*0.5)","FORMULA: =IF(R88<0,R88,R88*0.5)","FORMULA: =IF(S88<0,S88,S88*0.5)","FORMULA: =IF(T88<0,T88,T88*0.5)"
,,,,,,,,,,,,,,,,,,,
,LMI Payment,"FORMULA: =IF(C89<0,-C89,0)*(C24=$D$17)","FORMULA: =IF(D89<0,-D89,0)*(D24=$D$17)","FORMULA: =IF(E89<0,-E89,0)*(E24=$D$17)","FORMULA: =IF(F89<0,-F89,0)*(F24=$D$17)","FORMULA: =IF(G89<0,-G89,0)*(G24=$D$17)","FORMULA: =IF(H89<0,-H89,0)*(H24=$D$17)","FORMULA: =IF(I89<0,-I89,0)*(I24=$D$17)","FORMULA: =IF(J89<0,-J89,0)*(J24=$D$17)","FORMULA: =IF(K89<0,-K89,0)*(K24=$D$17)","FORMULA: =IF(L89<0,-L89,0)*(L24=$D$17)","FORMULA: =IF(M89<0,-M89,0)*(M24=$D$17)","FORMULA: =IF(N89<0,-N89,0)*(N24=$D$17)","FORMULA: =IF(O89<0,-O89,0)*(O24=$D$17)","FORMULA: =IF(P89<0,-P89,0)*(P24=$D$17)","FORMULA: =IF(Q89<0,-Q89,0)*(Q24=$D$17)","FORMULA: =IF(R89<0,-R89,0)*(R24=$D$17)","FORMULA: =IF(S89<0,-S89,0)*(S24=$D$17)","FORMULA: =IF(T89<0,-T89,0)*(T24=$D$17)"
,Funder share post LMI,FORMULA: =C89+C91,FORMULA: =D89+D91,FORMULA: =E89+E91,FORMULA: =F89+F91,FORMULA: =G89+G91,FORMULA: =H89+H91,FORMULA: =I89+I91,FORMULA: =J89+J91,FORMULA: =K89+K91,FORMULA: =L89+L91,FORMULA: =M89+M91,FORMULA: =N89+N91,FORMULA: =O89+O91,FORMULA: =P89+P91,FORMULA: =Q89+Q91,FORMULA: =R89+R91,FORMULA: =S89+S91,FORMULA: =T89+T91
,,,,,,,,,,,,,,,,,,,
,Interest Holidays,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Interest Holiday Entry Flag,,,,,,,,,,,,,,,,,,
,Threshold of initial investment account (%),0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
,Threshold Amount,FORMULA: =$D$15*C97,FORMULA: =$D$15*D97,FORMULA: =$D$15*E97,FORMULA: =$D$15*F97,FORMULA: =$D$15*G97,FORMULA: =$D$15*H97,FORMULA: =$D$15*I97,FORMULA: =$D$15*J97,FORMULA: =$D$15*K97,FORMULA: =$D$15*L97,FORMULA: =$D$15*M97,FORMULA: =$D$15*N97,FORMULA: =$D$15*O97,FORMULA: =$D$15*P97,FORMULA: =$D$15*Q97,FORMULA: =$D$15*R97,FORMULA: =$D$15*S97,FORMULA: =$D$15*T97
,Flag,,"FORMULA: =IF(D71<D98,1,0)","FORMULA: =IF(D99=0,IF(E71<E98,1,0),IF(E71>E104,0,1))","FORMULA: =IF(E99=0,IF(F71<F98,1,0),IF(F71>F104,0,1))","FORMULA: =IF(F99=0,IF(G71<G98,1,0),IF(G71>G104,0,1))","FORMULA: =IF(G99=0,IF(H71<H98,1,0),IF(H71>H104,0,1))","FORMULA: =IF(H99=0,IF(I71<I98,1,0),IF(I71>I104,0,1))","FORMULA: =IF(I99=0,IF(J71<J98,1,0),IF(J71>J104,0,1))","FORMULA: =IF(J99=0,IF(K71<K98,1,0),IF(K71>K104,0,1))","FORMULA: =IF(K99=0,IF(L71<L98,1,0),IF(L71>L104,0,1))","FORMULA: =IF(L99=0,IF(M71<M98,1,0),IF(M71>M104,0,1))","FORMULA: =IF(M99=0,IF(N71<N98,1,0),IF(N71>N104,0,1))","FORMULA: =IF(N99=0,IF(O71<O98,1,0),IF(O71>O104,0,1))","FORMULA: =IF(O99=0,IF(P71<P98,1,0),IF(P71>P104,0,1))","FORMULA: =IF(P99=0,IF(Q71<Q98,1,0),IF(Q71>Q104,0,1))","FORMULA: =IF(Q99=0,IF(R71<R98,1,0),IF(R71>R104,0,1))","FORMULA: =IF(R99=0,IF(S71<S98,1,0),IF(S71>S104,0,1))","FORMULA: =IF(S99=0,IF(T71<T98,1,0),IF(T71>T104,0,1))"
,Count,,"FORMULA: =IF(D99=1,D99+C100,0)","FORMULA: =IF(E99=1,E99+D100,0)","FORMULA: =IF(F99=1,F99+E100,0)","FORMULA: =IF(G99=1,G99+F100,0)","FORMULA: =IF(H99=1,H99+G100,0)","FORMULA: =IF(I99=1,I99+H100,0)","FORMULA: =IF(J99=1,J99+I100,0)","FORMULA: =IF(K99=1,K99+J100,0)","FORMULA: =IF(L99=1,L99+K100,0)","FORMULA: =IF(M99=1,M99+L100,0)","FORMULA: =IF(N99=1,N99+M100,0)","FORMULA: =IF(O99=1,O99+N100,0)","FORMULA: =IF(P99=1,P99+O100,0)","FORMULA: =IF(Q99=1,Q99+P100,0)","FORMULA: =IF(R99=1,R99+Q100,0)","FORMULA: =IF(S99=1,S99+R100,0)","FORMULA: =IF(T99=1,T99+S100,0)"
,,,,,,,,,,,,,,,,,,,
,Interest Holiday Exit Flag,,,,,,,,,,,,,,,,,,
,Threshold of initial investment account (%),1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458,1.458
,Threshold Amount,FORMULA: =$D$15*C103,FORMULA: =$D$15*D103,FORMULA: =$D$15*E103,FORMULA: =$D$15*F103,FORMULA: =$D$15*G103,FORMULA: =$D$15*H103,FORMULA: =$D$15*I103,FORMULA: =$D$15*J103,FORMULA: =$D$15*K103,FORMULA: =$D$15*L103,FORMULA: =$D$15*M103,FORMULA: =$D$15*N103,FORMULA: =$D$15*O103,FORMULA: =$D$15*P103,FORMULA: =$D$15*Q103,FORMULA: =$D$15*R103,FORMULA: =$D$15*S103,FORMULA: =$D$15*T103
,,,,,,,,,,,,,,,,,,,
,Repayment flag,,"FORMULA: =IF(AND(C99=1,D99=0),1,0)","FORMULA: =IF(AND(D99=1,E99=0),1,0)","FORMULA: =IF(AND(E99=1,F99=0),1,0)","FORMULA: =IF(AND(F99=1,G99=0),1,0)","FORMULA: =IF(AND(G99=1,H99=0),1,0)","FORMULA: =IF(AND(H99=1,I99=0),1,0)","FORMULA: =IF(AND(I99=1,J99=0),1,0)","FORMULA: =IF(AND(J99=1,K99=0),1,0)","FORMULA: =IF(AND(K99=1,L99=0),1,0)","FORMULA: =IF(AND(L99=1,M99=0),1,0)","FORMULA: =IF(AND(M99=1,N99=0),1,0)","FORMULA: =IF(AND(N99=1,O99=0),1,0)","FORMULA: =IF(AND(O99=1,P99=0),1,0)","FORMULA: =IF(AND(P99=1,Q99=0),1,0)","FORMULA: =IF(AND(Q99=1,R99=0),1,0)","FORMULA: =IF(AND(R99=1,S99=0),1,0)","FORMULA: =IF(AND(S99=1,T99=0),1,0)"
,Repayment periods,,"FORMULA: =IF(D106=1,C100,0)","FORMULA: =IF(E106=1,D100,0)","FORMULA: =IF(F106=1,E100,0)","FORMULA: =IF(G106=1,F100,0)","FORMULA: =IF(H106=1,G100,0)","FORMULA: =IF(I106=1,H100,0)","FORMULA: =IF(J106=1,I100,0)","FORMULA: =IF(K106=1,J100,0)","FORMULA: =IF(L106=1,K100,0)","FORMULA: =IF(M106=1,L100,0)","FORMULA: =IF(N106=1,M100,0)","FORMULA: =IF(O106=1,N100,0)","FORMULA: =IF(P106=1,O100,0)","FORMULA: =IF(Q106=1,P100,0)","FORMULA: =IF(R106=1,Q100,0)","FORMULA: =IF(S106=1,R100,0)","FORMULA: =IF(T106=1,S100,0)"
,Repayment step,,"FORMULA: =MAX(IF(AND(D107>0,C108=0),D107,C108-1),0)","FORMULA: =MAX(IF(AND(E107>0,D108=0),E107,D108-1),0)","FORMULA: =MAX(IF(AND(F107>0,E108=0),F107,E108-1),0)","FORMULA: =MAX(IF(AND(G107>0,F108=0),G107,F108-1),0)","FORMULA: =MAX(IF(AND(H107>0,G108=0),H107,G108-1),0)","FORMULA: =MAX(IF(AND(I107>0,H108=0),I107,H108-1),0)","FORMULA: =MAX(IF(AND(J107>0,I108=0),J107,I108-1),0)","FORMULA: =MAX(IF(AND(K107>0,J108=0),K107,J108-1),0)","FORMULA: =MAX(IF(AND(L107>0,K108=0),L107,K108-1),0)","FORMULA: =MAX(IF(AND(M107>0,L108=0),M107,L108-1),0)","FORMULA: =MAX(IF(AND(N107>0,M108=0),N107,M108-1),0)","FORMULA: =MAX(IF(AND(O107>0,N108=0),O107,N108-1),0)","FORMULA: =MAX(IF(AND(P107>0,O108=0),P107,O108-1),0)","FORMULA: =MAX(IF(AND(Q107>0,P108=0),Q107,P108-1),0)","FORMULA: =MAX(IF(AND(R107>0,Q108=0),R107,Q108-1),0)","FORMULA: =MAX(IF(AND(S107>0,R108=0),S107,R108-1),0)","FORMULA: =MAX(IF(AND(T107>0,S108=0),T107,S108-1),0)"
,,,,,,,,,,,,,,,,,,,
,Repayment Flag,,,,,,,,,,,,,,,,,,
,Threshold of initial investment account (%),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
,Threshold Amount,FORMULA: =$D$15*C111*C103,FORMULA: =$D$15*D111*D103,FORMULA: =$D$15*E111*E103,FORMULA: =$D$15*F111*F103,FORMULA: =$D$15*G111*G103,FORMULA: =$D$15*H111*H103,FORMULA: =$D$15*I111*I103,FORMULA: =$D$15*J111*J103,FORMULA: =$D$15*K111*K103,FORMULA: =$D$15*L111*L103,FORMULA: =$D$15*M111*M103,FORMULA: =$D$15*N111*N103,FORMULA: =$D$15*O111*O103,FORMULA: =$D$15*P111*P103,FORMULA: =$D$15*Q111*Q103,FORMULA: =$D$15*R111*R103,FORMULA: =$D$15*S111*S103,FORMULA: =$D$15*T111*T103
,,,,,,,,,,,,,,,,,,,
,Repayment,,"FORMULA: =IF(AND(D117>0,D71>D112),1,0)","FORMULA: =IF(AND(E117>0,E71>E112),1,0)","FORMULA: =IF(AND(F117>0,F71>F112),1,0)","FORMULA: =IF(AND(G117>0,G71>G112),1,0)","FORMULA: =IF(AND(H117>0,H71>H112),1,0)","FORMULA: =IF(AND(I117>0,I71>I112),1,0)","FORMULA: =IF(AND(J117>0,J71>J112),1,0)","FORMULA: =IF(AND(K117>0,K71>K112),1,0)","FORMULA: =IF(AND(L117>0,L71>L112),1,0)","FORMULA: =IF(AND(M117>0,M71>M112),1,0)","FORMULA: =IF(AND(N117>0,N71>N112),1,0)","FORMULA: =IF(AND(O117>0,O71>O112),1,0)","FORMULA: =IF(AND(P117>0,P71>P112),1,0)","FORMULA: =IF(AND(Q117>0,Q71>Q112),1,0)","FORMULA: =IF(AND(R117>0,R71>R112),1,0)","FORMULA: =IF(AND(S117>0,S71>S112),1,0)","FORMULA: =IF(AND(T117>0,T71>T112),1,0)"
,,,,,,,,,,,,,,,,,,,
,Interest Holiday Account,,,,,,,,,,,,,,,,,,
,Open:,0,FORMULA: =C120,FORMULA: =D120,FORMULA: =E120,FORMULA: =F120,FORMULA: =G120,FORMULA: =H120,FORMULA: =I120,FORMULA: =J120,FORMULA: =K120,FORMULA: =L120,FORMULA: =M120,FORMULA: =N120,FORMULA: =O120,FORMULA: =P120,FORMULA: =Q120,FORMULA: =R120,FORMULA: =S120
,Add: Interest Holiday,"FORMULA: =-IF(C99=1,C123,0)","FORMULA: =-IF(D99=1,D123,0)","FORMULA: =-IF(E99=1,E123,0)","FORMULA: =-IF(F99=1,F123,0)","FORMULA: =-IF(G99=1,G123,0)","FORMULA: =-IF(H99=1,H123,0)","FORMULA: =-IF(I99=1,I123,0)","FORMULA: =-IF(J99=1,J123,0)","FORMULA: =-IF(K99=1,K123,0)","FORMULA: =-IF(L99=1,L123,0)","FORMULA: =-IF(M99=1,M123,0)","FORMULA: =-IF(N99=1,N123,0)","FORMULA: =-IF(O99=1,O123,0)","FORMULA: =-IF(P99=1,P123,0)","FORMULA: =-IF(Q99=1,Q123,0)","FORMULA: =-IF(R99=1,R123,0)","FORMULA: =-IF(S99=1,S123,0)","FORMULA: =-IF(T99=1,T123,0)"
,Less: Repayment,,"FORMULA: =IF(D108>0,-D117/D108,0)","FORMULA: =IF(E108>0,-E117/E108,0)","FORMULA: =IF(F108>0,-F117/F108,0)","FORMULA: =IF(G108>0,-G117/G108,0)","FORMULA: =IF(H108>0,-H117/H108,0)","FORMULA: =IF(I108>0,-I117/I108,0)","FORMULA: =IF(J108>0,-J117/J108,0)","FORMULA: =IF(K108>0,-K117/K108,0)","FORMULA: =IF(L108>0,-L117/L108,0)","FORMULA: =IF(M108>0,-M117/M108,0)","FORMULA: =IF(N108>0,-N117/N108,0)","FORMULA: =IF(O108>0,-O117/O108,0)","FORMULA: =IF(P108>0,-P117/P108,0)","FORMULA: =IF(Q108>0,-Q117/Q108,0)","FORMULA: =IF(R108>0,-R117/R108,0)","FORMULA: =IF(S108>0,-S117/S108,0)","FORMULA: =IF(T108>0,-T117/T108,0)"
,Close,FORMULA: =SUM(C117:C119),FORMULA: =SUM(D117:D119),FORMULA: =SUM(E117:E119),FORMULA: =SUM(F117:F119),FORMULA: =SUM(G117:G119),FORMULA: =SUM(H117:H119),FORMULA: =SUM(I117:I119),FORMULA: =SUM(J117:J119),FORMULA: =SUM(K117:K119),FORMULA: =SUM(L117:L119),FORMULA: =SUM(M117:M119),FORMULA: =SUM(N117:N119),FORMULA: =SUM(O117:O119),FORMULA: =SUM(P117:P119),FORMULA: =SUM(Q117:Q119),FORMULA: =SUM(R117:R119),FORMULA: =SUM(S117:S119),FORMULA: =SUM(T117:T119)
,,,,,,,,,,,,,,,,,,,
,Total Interest Costs,,,,,,,,,,,,,,,,,,
,Funder Interest Payment,,"FORMULA: =-D63*AVERAGE(D32,D28)","FORMULA: =-E63*AVERAGE(E32,E28)","FORMULA: =-F63*AVERAGE(F32,F28)","FORMULA: =-G63*AVERAGE(G32,G28)","FORMULA: =-H63*AVERAGE(H32,H28)","FORMULA: =-I63*AVERAGE(I32,I28)","FORMULA: =-J63*AVERAGE(J32,J28)","FORMULA: =-K63*AVERAGE(K32,K28)","FORMULA: =-L63*AVERAGE(L32,L28)","FORMULA: =-M63*AVERAGE(M32,M28)","FORMULA: =-N63*AVERAGE(N32,N28)","FORMULA: =-O63*AVERAGE(O32,O28)","FORMULA: =-P63*AVERAGE(P32,P28)","FORMULA: =-Q63*AVERAGE(Q32,Q28)","FORMULA: =-R63*AVERAGE(R32,R28)","FORMULA: =-S63*AVERAGE(S32,S28)","FORMULA: =-T63*AVERAGE(T32,T28)"
,Add: Interest Holiday,,FORMULA: =D118,FORMULA: =E118,FORMULA: =F118,FORMULA: =G118,FORMULA: =H118,FORMULA: =I118,FORMULA: =J118,FORMULA: =K118,FORMULA: =L118,FORMULA: =M118,FORMULA: =N118,FORMULA: =O118,FORMULA: =P118,FORMULA: =Q118,FORMULA: =R118,FORMULA: =S118,FORMULA: =T118
,Less: Repayment,,FORMULA: =D119,FORMULA: =E119,FORMULA: =F119,FORMULA: =G119,FORMULA: =H119,FORMULA: =I119,FORMULA: =J119,FORMULA: =K119,FORMULA: =L119,FORMULA: =M119,FORMULA: =N119,FORMULA: =O119,FORMULA: =P119,FORMULA: =Q119,FORMULA: =R119,FORMULA: =S119,FORMULA: =T119
,Interest Charged,,FORMULA: =SUM(D123:D125),FORMULA: =SUM(E123:E125),FORMULA: =SUM(F123:F125),FORMULA: =SUM(G123:G125),FORMULA: =SUM(H123:H125),FORMULA: =SUM(I123:I125),FORMULA: =SUM(J123:J125),FORMULA: =SUM(K123:K125),FORMULA: =SUM(L123:L125),FORMULA: =SUM(M123:M125),FORMULA: =SUM(N123:N125),FORMULA: =SUM(O123:O125),FORMULA: =SUM(P123:P125),FORMULA: =SUM(Q123:Q125),FORMULA: =SUM(R123:R125),FORMULA: =SUM(S123:S125),FORMULA: =SUM(T123:T125)
,Less: Wind-up Repayment,,FORMULA: =D130*(D24=$D$17),FORMULA: =E130*(E24=$D$17),FORMULA: =F130*(F24=$D$17),FORMULA: =G130*(G24=$D$17),FORMULA: =H130*(H24=$D$17),FORMULA: =I130*(I24=$D$17),FORMULA: =J130*(J24=$D$17),FORMULA: =K130*(K24=$D$17),FORMULA: =L130*(L24=$D$17),FORMULA: =M130*(M24=$D$17),FORMULA: =N130*(N24=$D$17),FORMULA: =O130*(O24=$D$17),FORMULA: =P130*(P24=$D$17),FORMULA: =Q130*(Q24=$D$17),FORMULA: =R130*(R24=$D$17),FORMULA: =S130*(S24=$D$17),FORMULA: =T130*(T24=$D$17)
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Interest Deficit Account,,FORMULA: =SUM($D$123:D123)-SUM($D$126:D126)-SUM($C$127:C127,FORMULA: =SUM($D$123:E123)-SUM($D$126:E126)-SUM($C$127:D127,FORMULA: =SUM($D$123:F123)-SUM($D$126:F126)-SUM($C$127:E127,FORMULA: =SUM($D$123:G123)-SUM($D$126:G126)-SUM($C$127:F127,FORMULA: =SUM($D$123:H123)-SUM($D$126:H126)-SUM($C$127:G127,FORMULA: =SUM($D$123:I123)-SUM($D$126:I126)-SUM($C$127:H127,FORMULA: =SUM($D$123:J123)-SUM($D$126:J126)-SUM($C$127:I127,FORMULA: =SUM($D$123:K123)-SUM($D$126:K126)-SUM($C$127:J127,FORMULA: =SUM($D$123:L123)-SUM($D$126:L126)-SUM($C$127:K127,FORMULA: =SUM($D$123:M123)-SUM($D$126:M126)-SUM($C$127:L127,FORMULA: =SUM($D$123:N123)-SUM($D$126:N126)-SUM($C$127:M127,FORMULA: =SUM($D$123:O123)-SUM($D$126:O126)-SUM($C$127:N127,FORMULA: =SUM($D$123:P123)-SUM($D$126:P126)-SUM($C$127:O127,FORMULA: =SUM($D$123:Q123)-SUM($D$126:Q126)-SUM($C$127:P127,FORMULA: =SUM($D$123:R123)-SUM($D$126:R126)-SUM($C$127:Q127,FORMULA: =SUM($D$123:S123)-SUM($D$126:S126)-SUM($C$127:R127,FORMULA: =SUM($D$123:T123)-SUM($D$126:T126)-SUM($C$127:S127
,,,,,,,,,,,,,,,,,,,
,CHECK,,FORMULA: =SUM(D123:AG123)=SUM(D126:AG126)+SUM(D127:AG127),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Funder Returns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Funder returns,,,,,,,,,,,,,,,,,,
,Drawdown day 1,FORMULA: =-C29,FORMULA: =-D29,FORMULA: =-E29,FORMULA: =-F29,FORMULA: =-G29,FORMULA: =-H29,FORMULA: =-I29,FORMULA: =-J29,FORMULA: =-K29,FORMULA: =-L29,FORMULA: =-M29,FORMULA: =-N29,FORMULA: =-O29,FORMULA: =-P29,FORMULA: =-Q29,FORMULA: =-R29,FORMULA: =-S29,FORMULA: =-T29
,Drawdown for annuity,FORMULA: =-C30,FORMULA: =-D30,FORMULA: =-E30,FORMULA: =-F30,FORMULA: =-G30,FORMULA: =-H30,FORMULA: =-I30,FORMULA: =-J30,FORMULA: =-K30,FORMULA: =-L30,FORMULA: =-M30,FORMULA: =-N30,FORMULA: =-O30,FORMULA: =-P30,FORMULA: =-Q30,FORMULA: =-R30,FORMULA: =-S30,FORMULA: =-T30
,Interest received,FORMULA: =-C126*(C24<=$D$17),FORMULA: =-D126*(D24<=$D$17),FORMULA: =-E126*(E24<=$D$17),FORMULA: =-F126*(F24<=$D$17),FORMULA: =-G126*(G24<=$D$17),FORMULA: =-H126*(H24<=$D$17),FORMULA: =-I126*(I24<=$D$17),FORMULA: =-J126*(J24<=$D$17),FORMULA: =-K126*(K24<=$D$17),FORMULA: =-L126*(L24<=$D$17),FORMULA: =-M126*(M24<=$D$17),FORMULA: =-N126*(N24<=$D$17),FORMULA: =-O126*(O24<=$D$17),FORMULA: =-P126*(P24<=$D$17),FORMULA: =-Q126*(Q24<=$D$17),FORMULA: =-R126*(R24<=$D$17),FORMULA: =-S126*(S24<=$D$17),FORMULA: =-T126*(T24<=$D$17)
,Share of surplus,FORMULA: =C92*(C24=$D$17),FORMULA: =D92*(D24=$D$17),FORMULA: =E92*(E24=$D$17),FORMULA: =F92*(F24=$D$17),FORMULA: =G92*(G24=$D$17),FORMULA: =H92*(H24=$D$17),FORMULA: =I92*(I24=$D$17),FORMULA: =J92*(J24=$D$17),FORMULA: =K92*(K24=$D$17),FORMULA: =L92*(L24=$D$17),FORMULA: =M92*(M24=$D$17),FORMULA: =N92*(N24=$D$17),FORMULA: =O92*(O24=$D$17),FORMULA: =P92*(P24=$D$17),FORMULA: =Q92*(Q24=$D$17),FORMULA: =R92*(R24=$D$17),FORMULA: =S92*(S24=$D$17),FORMULA: =T92*(T24=$D$17)
,Repayment principal,FORMULA: =-C31,FORMULA: =-D31,FORMULA: =-E31,FORMULA: =-F31,FORMULA: =-G31,FORMULA: =-H31,FORMULA: =-I31,FORMULA: =-J31,FORMULA: =-K31,FORMULA: =-L31,FORMULA: =-M31,FORMULA: =-N31,FORMULA: =-O31,FORMULA: =-P31,FORMULA: =-Q31,FORMULA: =-R31,FORMULA: =-S31,FORMULA: =-T31
,Repayment Interest Deficit (LMI),FORMULA: =-C127,FORMULA: =-D127,FORMULA: =-E127,FORMULA: =-F127,FORMULA: =-G127,FORMULA: =-H127,FORMULA: =-I127,FORMULA: =-J127,FORMULA: =-K127,FORMULA: =-L127,FORMULA: =-M127,FORMULA: =-N127,FORMULA: =-O127,FORMULA: =-P127,FORMULA: =-Q127,FORMULA: =-R127,FORMULA: =-S127,FORMULA: =-T127
,Total,FORMULA: =SUM(C137:C142),FORMULA: =SUM(D137:D142),FORMULA: =SUM(E137:E142),FORMULA: =SUM(F137:F142),FORMULA: =SUM(G137:G142),FORMULA: =SUM(H137:H142),FORMULA: =SUM(I137:I142),FORMULA: =SUM(J137:J142),FORMULA: =SUM(K137:K142),FORMULA: =SUM(L137:L142),FORMULA: =SUM(M137:M142),FORMULA: =SUM(N137:N142),FORMULA: =SUM(O137:O142),FORMULA: =SUM(P137:P142),FORMULA: =SUM(Q137:Q142),FORMULA: =SUM(R137:R142),FORMULA: =SUM(S137:S142),FORMULA: =SUM(T137:T142)
,,,,,,,,,,,,,,,,,,,
,IRR,FORMULA: =IRR(C143:AG143),,,,,,,,,,,,,,,,,
,VS Wholesale funding,"FORMULA: =SUM(L10,K12)",,,,,,,,,,,,,,,,,
,Premium to base returns on mortgage book,FORMULA: =C145-C146,,,,,,,,,,,,,,,,,
