Rust Profitability Sweep Started: 2025-10-11 10:26:20.826866
Parameters: 1,000,000 paths per scenario
Method: Optimized integrated path generation
Cash Rate: 3.1% (historical average)
Interest Rate Bug Fix: Applied (correct quarterly calculation)
================================================================================

[2025-10-11 10:26:20] Starting Rust profitability sweep with 1,000,000 Monte Carlo paths
[2025-10-11 10:26:20] Total combinations to test: 2,730
[2025-10-11 10:26:20] Using optimized integrated path generation 🚀
[2025-10-11 10:27:15] Progress: 10/2730 (0.4%) | Rate: 0.18 sims/sec | ETA: 247.2 min | Last: Principal+Interest HV=$1,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.46s)
[2025-10-11 13:26:39] Progress: 1220/2730 (44.7%) | Rate: 0.11 sims/sec | ETA: 223.2 min | Last: Principal+Interest HV=$5,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.31s)
[2025-10-11 13:28:43] Progress: 1230/2730 (45.1%) | Rate: 0.11 sims/sec | ETA: 222.4 min | Last: Principal+Interest HV=$5,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.38s)
[2025-10-11 13:29:35] Progress: 1240/2730 (45.4%) | Rate: 0.11 sims/sec | ETA: 220.2 min | Last: Principal+Interest HV=$5,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.30s)
[2025-10-11 13:30:58] Progress: 1250/2730 (45.8%) | Rate: 0.11 sims/sec | ETA: 218.6 min | Last: Principal+Interest HV=$5,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.56s)
[2025-10-11 13:33:04] Progress: 1260/2730 (46.2%) | Rate: 0.11 sims/sec | ETA: 217.8 min | Last: Principal+Interest HV=$5,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.25s)
[2025-10-11 13:33:59] Progress: 1270/2730 (46.5%) | Rate: 0.11 sims/sec | ETA: 215.7 min | Last: Principal+Interest HV=$5,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.43s)
[2025-10-11 13:35:22] Progress: 1280/2730 (46.9%) | Rate: 0.11 sims/sec | ETA: 214.1 min | Last: Principal+Interest HV=$5,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.31s)
[2025-10-11 13:37:27] Progress: 1290/2730 (47.3%) | Rate: 0.11 sims/sec | ETA: 213.3 min | Last: Principal+Interest HV=$5,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.48s)
[2025-10-11 13:38:19] Progress: 1300/2730 (47.6%) | Rate: 0.11 sims/sec | ETA: 211.2 min | Last: Principal+Interest HV=$5,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.24s)
[2025-10-11 13:39:42] Progress: 1310/2730 (48.0%) | Rate: 0.11 sims/sec | ETA: 209.6 min | Last: Principal+Interest HV=$5,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.27s)
[2025-10-11 13:41:48] Progress: 1320/2730 (48.4%) | Rate: 0.11 sims/sec | ETA: 208.8 min | Last: Principal+Interest HV=$5,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.41s)
[2025-10-11 13:42:40] Progress: 1330/2730 (48.7%) | Rate: 0.11 sims/sec | ETA: 206.7 min | Last: Principal+Interest HV=$5,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.20s)
[2025-10-11 13:44:04] Progress: 1340/2730 (49.1%) | Rate: 0.11 sims/sec | ETA: 205.1 min | Last: Principal+Interest HV=$5,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.36s)
[2025-10-11 13:46:10] Progress: 1350/2730 (49.5%) | Rate: 0.11 sims/sec | ETA: 204.3 min | Last: Principal+Interest HV=$5,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.55s)
[2025-10-11 13:47:02] Progress: 1360/2730 (49.8%) | Rate: 0.11 sims/sec | ETA: 202.2 min | Last: Principal+Interest HV=$5,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.26s)
[2025-10-11 13:48:25] Progress: 1370/2730 (50.2%) | Rate: 0.11 sims/sec | ETA: 200.6 min | Last: Principal+Interest HV=$5,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.40s)
[2025-10-11 13:50:30] Progress: 1380/2730 (50.5%) | Rate: 0.11 sims/sec | ETA: 199.7 min | Last: Principal+Interest HV=$5,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.47s)
[2025-10-11 13:51:24] Progress: 1390/2730 (50.9%) | Rate: 0.11 sims/sec | ETA: 197.7 min | Last: Principal+Interest HV=$5,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.66s)
[2025-10-11 13:52:48] Progress: 1400/2730 (51.3%) | Rate: 0.11 sims/sec | ETA: 196.1 min | Last: Principal+Interest HV=$5,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.29s)
[2025-10-11 13:54:52] Progress: 1410/2730 (51.6%) | Rate: 0.11 sims/sec | ETA: 195.2 min | Last: Principal+Interest HV=$5,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.70s)
[2025-10-11 13:55:48] Progress: 1420/2730 (52.0%) | Rate: 0.11 sims/sec | ETA: 193.2 min | Last: Principal+Interest HV=$5,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.40s)
[2025-10-11 13:57:13] Progress: 1430/2730 (52.4%) | Rate: 0.11 sims/sec | ETA: 191.7 min | Last: Principal+Interest HV=$5,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.34s)
[2025-10-11 13:59:18] Progress: 1440/2730 (52.7%) | Rate: 0.11 sims/sec | ETA: 190.8 min | Last: Principal+Interest HV=$5,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.41s)
[2025-10-11 14:00:11] Progress: 1450/2730 (53.1%) | Rate: 0.11 sims/sec | ETA: 188.8 min | Last: Principal+Interest HV=$5,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.17s)
[2025-10-11 14:01:33] Progress: 1460/2730 (53.5%) | Rate: 0.11 sims/sec | ETA: 187.2 min | Last: Principal+Interest HV=$5,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.26s)
[2025-10-11 14:03:38] Progress: 1470/2730 (53.8%) | Rate: 0.11 sims/sec | ETA: 186.2 min | Last: Principal+Interest HV=$5,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.55s)
[2025-10-11 14:04:30] Progress: 1480/2730 (54.2%) | Rate: 0.11 sims/sec | ETA: 184.3 min | Last: Principal+Interest HV=$5,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.26s)
[2025-10-11 14:05:53] Progress: 1490/2730 (54.6%) | Rate: 0.11 sims/sec | ETA: 182.7 min | Last: Principal+Interest HV=$5,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.36s)
[2025-10-11 14:07:58] Progress: 1500/2730 (54.9%) | Rate: 0.11 sims/sec | ETA: 181.7 min | Last: Principal+Interest HV=$5,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.43s)
[2025-10-11 14:08:55] Progress: 1510/2730 (55.3%) | Rate: 0.11 sims/sec | ETA: 179.8 min | Last: Principal+Interest HV=$6,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 9.47s)
[2025-10-11 14:10:29] Progress: 1520/2730 (55.7%) | Rate: 0.11 sims/sec | ETA: 178.4 min | Last: Principal+Interest HV=$6,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 12.87s)
[2025-10-11 14:12:50] Progress: 1530/2730 (56.0%) | Rate: 0.11 sims/sec | ETA: 177.6 min | Last: Principal+Interest HV=$6,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 18.25s)
[2025-10-11 14:13:48] Progress: 1540/2730 (56.4%) | Rate: 0.11 sims/sec | ETA: 175.8 min | Last: Principal+Interest HV=$6,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.99s)
[2025-10-11 14:15:18] Progress: 1550/2730 (56.8%) | Rate: 0.11 sims/sec | ETA: 174.3 min | Last: Principal+Interest HV=$6,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.98s)
[2025-10-11 14:17:30] Progress: 1560/2730 (57.1%) | Rate: 0.11 sims/sec | ETA: 173.4 min | Last: Principal+Interest HV=$6,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.84s)
[2025-10-11 14:18:27] Progress: 1570/2730 (57.5%) | Rate: 0.11 sims/sec | ETA: 171.5 min | Last: Principal+Interest HV=$6,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.56s)
[2025-10-11 14:19:57] Progress: 1580/2730 (57.9%) | Rate: 0.11 sims/sec | ETA: 170.0 min | Last: Principal+Interest HV=$6,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.35s)
[2025-10-11 14:22:11] Progress: 1590/2730 (58.2%) | Rate: 0.11 sims/sec | ETA: 169.1 min | Last: Principal+Interest HV=$6,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 17.52s)
[2025-10-11 14:23:10] Progress: 1600/2730 (58.6%) | Rate: 0.11 sims/sec | ETA: 167.3 min | Last: Principal+Interest HV=$6,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.79s)
[2025-10-11 14:24:51] Progress: 1610/2730 (59.0%) | Rate: 0.11 sims/sec | ETA: 165.9 min | Last: Principal+Interest HV=$6,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.02s)
[2025-10-11 14:27:03] Progress: 1620/2730 (59.3%) | Rate: 0.11 sims/sec | ETA: 164.9 min | Last: Principal+Interest HV=$6,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.39s)
[2025-10-11 14:27:58] Progress: 1630/2730 (59.7%) | Rate: 0.11 sims/sec | ETA: 163.1 min | Last: Principal+Interest HV=$6,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.57s)
[2025-10-11 14:29:28] Progress: 1640/2730 (60.1%) | Rate: 0.11 sims/sec | ETA: 161.6 min | Last: Principal+Interest HV=$6,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.40s)
[2025-10-11 14:31:45] Progress: 1650/2730 (60.4%) | Rate: 0.11 sims/sec | ETA: 160.6 min | Last: Principal+Interest HV=$6,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.90s)
[2025-10-11 14:32:43] Progress: 1660/2730 (60.8%) | Rate: 0.11 sims/sec | ETA: 158.8 min | Last: Principal+Interest HV=$6,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.87s)
[2025-10-11 14:34:15] Progress: 1670/2730 (61.2%) | Rate: 0.11 sims/sec | ETA: 157.4 min | Last: Principal+Interest HV=$6,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.08s)
[2025-10-11 14:36:47] Progress: 1680/2730 (61.5%) | Rate: 0.11 sims/sec | ETA: 156.5 min | Last: Principal+Interest HV=$6,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 19.31s)
[2025-10-11 14:37:50] Progress: 1690/2730 (61.9%) | Rate: 0.11 sims/sec | ETA: 154.8 min | Last: Principal+Interest HV=$6,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 6.27s)
[2025-10-11 14:39:28] Progress: 1700/2730 (62.3%) | Rate: 0.11 sims/sec | ETA: 153.4 min | Last: Principal+Interest HV=$6,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.89s)
[2025-10-11 14:41:55] Progress: 1710/2730 (62.6%) | Rate: 0.11 sims/sec | ETA: 152.4 min | Last: Principal+Interest HV=$6,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 17.46s)
[2025-10-11 14:42:57] Progress: 1720/2730 (63.0%) | Rate: 0.11 sims/sec | ETA: 150.7 min | Last: Principal+Interest HV=$6,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 6.15s)
[2025-10-11 14:44:30] Progress: 1730/2730 (63.4%) | Rate: 0.11 sims/sec | ETA: 149.2 min | Last: Principal+Interest HV=$6,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.38s)
[2025-10-11 14:46:48] Progress: 1740/2730 (63.7%) | Rate: 0.11 sims/sec | ETA: 148.2 min | Last: Principal+Interest HV=$6,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.99s)
[2025-10-11 14:47:48] Progress: 1750/2730 (64.1%) | Rate: 0.11 sims/sec | ETA: 146.4 min | Last: Principal+Interest HV=$6,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 6.03s)
[2025-10-11 14:49:25] Progress: 1760/2730 (64.5%) | Rate: 0.11 sims/sec | ETA: 145.0 min | Last: Principal+Interest HV=$6,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 12.53s)
[2025-10-11 14:51:43] Progress: 1770/2730 (64.8%) | Rate: 0.11 sims/sec | ETA: 143.9 min | Last: Principal+Interest HV=$6,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.70s)
[2025-10-11 14:52:40] Progress: 1780/2730 (65.2%) | Rate: 0.11 sims/sec | ETA: 142.1 min | Last: Principal+Interest HV=$6,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.57s)
[2025-10-11 14:54:10] Progress: 1790/2730 (65.6%) | Rate: 0.11 sims/sec | ETA: 140.6 min | Last: Principal+Interest HV=$6,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.13s)
[2025-10-11 14:56:25] Progress: 1800/2730 (65.9%) | Rate: 0.11 sims/sec | ETA: 139.5 min | Last: Principal+Interest HV=$6,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 17.61s)
[2025-10-11 14:57:27] Progress: 1810/2730 (66.3%) | Rate: 0.11 sims/sec | ETA: 137.8 min | Last: Principal+Interest HV=$7,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 6.14s)
[2025-10-11 14:59:02] Progress: 1820/2730 (66.7%) | Rate: 0.11 sims/sec | ETA: 136.3 min | Last: Principal+Interest HV=$7,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.60s)
[2025-10-11 15:01:22] Progress: 1830/2730 (67.0%) | Rate: 0.11 sims/sec | ETA: 135.3 min | Last: Principal+Interest HV=$7,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 17.45s)
[2025-10-11 15:02:25] Progress: 1840/2730 (67.4%) | Rate: 0.11 sims/sec | ETA: 133.5 min | Last: Principal+Interest HV=$7,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 6.24s)
[2025-10-11 15:04:01] Progress: 1850/2730 (67.8%) | Rate: 0.11 sims/sec | ETA: 132.1 min | Last: Principal+Interest HV=$7,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.99s)
[2025-10-11 15:06:18] Progress: 1860/2730 (68.1%) | Rate: 0.11 sims/sec | ETA: 130.9 min | Last: Principal+Interest HV=$7,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.45s)
[2025-10-11 15:07:14] Progress: 1870/2730 (68.5%) | Rate: 0.11 sims/sec | ETA: 129.2 min | Last: Principal+Interest HV=$7,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.61s)
[2025-10-11 15:08:43] Progress: 1880/2730 (68.9%) | Rate: 0.11 sims/sec | ETA: 127.7 min | Last: Principal+Interest HV=$7,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.11s)
[2025-10-11 15:10:55] Progress: 1890/2730 (69.2%) | Rate: 0.11 sims/sec | ETA: 126.5 min | Last: Principal+Interest HV=$7,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.53s)
[2025-10-11 15:11:51] Progress: 1900/2730 (69.6%) | Rate: 0.11 sims/sec | ETA: 124.7 min | Last: Principal+Interest HV=$7,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.52s)
[2025-10-11 15:13:22] Progress: 1910/2730 (70.0%) | Rate: 0.11 sims/sec | ETA: 123.2 min | Last: Principal+Interest HV=$7,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.91s)
[2025-10-11 15:15:37] Progress: 1920/2730 (70.3%) | Rate: 0.11 sims/sec | ETA: 122.0 min | Last: Principal+Interest HV=$7,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.93s)
[2025-10-11 15:16:37] Progress: 1930/2730 (70.7%) | Rate: 0.11 sims/sec | ETA: 120.3 min | Last: Principal+Interest HV=$7,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 7.49s)
[2025-10-11 15:18:16] Progress: 1940/2730 (71.1%) | Rate: 0.11 sims/sec | ETA: 118.9 min | Last: Principal+Interest HV=$7,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.56s)
[2025-10-11 15:20:28] Progress: 1950/2730 (71.4%) | Rate: 0.11 sims/sec | ETA: 117.7 min | Last: Principal+Interest HV=$7,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.43s)
[2025-10-11 15:21:25] Progress: 1960/2730 (71.8%) | Rate: 0.11 sims/sec | ETA: 115.9 min | Last: Principal+Interest HV=$7,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.48s)
[2025-10-11 15:22:56] Progress: 1970/2730 (72.2%) | Rate: 0.11 sims/sec | ETA: 114.4 min | Last: Principal+Interest HV=$7,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 12.35s)
[2025-10-11 15:25:20] Progress: 1980/2730 (72.5%) | Rate: 0.11 sims/sec | ETA: 113.3 min | Last: Principal+Interest HV=$7,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.34s)
[2025-10-11 15:26:20] Progress: 1990/2730 (72.9%) | Rate: 0.11 sims/sec | ETA: 111.6 min | Last: Principal+Interest HV=$7,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 6.22s)
[2025-10-11 15:27:54] Progress: 2000/2730 (73.3%) | Rate: 0.11 sims/sec | ETA: 110.1 min | Last: Principal+Interest HV=$7,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.76s)
[2025-10-11 15:30:13] Progress: 2010/2730 (73.6%) | Rate: 0.11 sims/sec | ETA: 108.9 min | Last: Principal+Interest HV=$7,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 18.19s)
[2025-10-11 15:31:11] Progress: 2020/2730 (74.0%) | Rate: 0.11 sims/sec | ETA: 107.1 min | Last: Principal+Interest HV=$7,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.81s)
[2025-10-11 15:32:45] Progress: 2030/2730 (74.4%) | Rate: 0.11 sims/sec | ETA: 105.7 min | Last: Principal+Interest HV=$7,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.58s)
[2025-10-11 15:35:03] Progress: 2040/2730 (74.7%) | Rate: 0.11 sims/sec | ETA: 104.4 min | Last: Principal+Interest HV=$7,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 17.36s)
[2025-10-11 15:36:03] Progress: 2050/2730 (75.1%) | Rate: 0.11 sims/sec | ETA: 102.7 min | Last: Principal+Interest HV=$7,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 6.81s)
[2025-10-11 15:37:40] Progress: 2060/2730 (75.5%) | Rate: 0.11 sims/sec | ETA: 101.3 min | Last: Principal+Interest HV=$7,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 12.35s)
[2025-10-11 15:40:05] Progress: 2070/2730 (75.8%) | Rate: 0.11 sims/sec | ETA: 100.0 min | Last: Principal+Interest HV=$7,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 17.30s)
[2025-10-11 15:41:02] Progress: 2080/2730 (76.2%) | Rate: 0.11 sims/sec | ETA: 98.3 min | Last: Principal+Interest HV=$7,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.84s)
[2025-10-11 15:42:32] Progress: 2090/2730 (76.6%) | Rate: 0.11 sims/sec | ETA: 96.8 min | Last: Principal+Interest HV=$7,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.34s)
[2025-10-11 15:44:45] Progress: 2100/2730 (76.9%) | Rate: 0.11 sims/sec | ETA: 95.5 min | Last: Principal+Interest HV=$7,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.62s)
[2025-10-11 15:45:41] Progress: 2110/2730 (77.3%) | Rate: 0.11 sims/sec | ETA: 93.8 min | Last: Principal+Interest HV=$8,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.53s)
[2025-10-11 15:47:11] Progress: 2120/2730 (77.7%) | Rate: 0.11 sims/sec | ETA: 92.3 min | Last: Principal+Interest HV=$8,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 11.02s)
[2025-10-11 15:49:25] Progress: 2130/2730 (78.0%) | Rate: 0.11 sims/sec | ETA: 91.0 min | Last: Principal+Interest HV=$8,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 16.34s)
[2025-10-11 15:50:21] Progress: 2140/2730 (78.4%) | Rate: 0.11 sims/sec | ETA: 89.3 min | Last: Principal+Interest HV=$8,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.60s)
[2025-10-11 15:51:54] Progress: 2150/2730 (78.8%) | Rate: 0.11 sims/sec | ETA: 87.8 min | Last: Principal+Interest HV=$8,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.93s)
[2025-10-11 15:54:03] Progress: 2160/2730 (79.1%) | Rate: 0.11 sims/sec | ETA: 86.5 min | Last: Principal+Interest HV=$8,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.68s)
[2025-10-11 15:54:55] Progress: 2170/2730 (79.5%) | Rate: 0.11 sims/sec | ETA: 84.8 min | Last: Principal+Interest HV=$8,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.21s)
[2025-10-11 15:56:19] Progress: 2180/2730 (79.9%) | Rate: 0.11 sims/sec | ETA: 83.3 min | Last: Principal+Interest HV=$8,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.62s)
[2025-10-11 15:58:25] Progress: 2190/2730 (80.2%) | Rate: 0.11 sims/sec | ETA: 81.9 min | Last: Principal+Interest HV=$8,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.63s)
[2025-10-11 15:59:18] Progress: 2200/2730 (80.6%) | Rate: 0.11 sims/sec | ETA: 80.2 min | Last: Principal+Interest HV=$8,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.33s)
[2025-10-11 16:00:41] Progress: 2210/2730 (81.0%) | Rate: 0.11 sims/sec | ETA: 78.7 min | Last: Principal+Interest HV=$8,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.25s)
[2025-10-11 16:02:44] Progress: 2220/2730 (81.3%) | Rate: 0.11 sims/sec | ETA: 77.3 min | Last: Principal+Interest HV=$8,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.25s)
[2025-10-11 16:03:36] Progress: 2230/2730 (81.7%) | Rate: 0.11 sims/sec | ETA: 75.6 min | Last: Principal+Interest HV=$8,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.11s)
[2025-10-11 16:04:58] Progress: 2240/2730 (82.1%) | Rate: 0.11 sims/sec | ETA: 74.1 min | Last: Principal+Interest HV=$8,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.29s)
[2025-10-11 16:07:01] Progress: 2250/2730 (82.4%) | Rate: 0.11 sims/sec | ETA: 72.7 min | Last: Principal+Interest HV=$8,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.45s)
[2025-10-11 16:07:52] Progress: 2260/2730 (82.8%) | Rate: 0.11 sims/sec | ETA: 71.0 min | Last: Principal+Interest HV=$8,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.10s)
[2025-10-11 16:09:15] Progress: 2270/2730 (83.2%) | Rate: 0.11 sims/sec | ETA: 69.5 min | Last: Principal+Interest HV=$8,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.34s)
[2025-10-11 16:11:19] Progress: 2280/2730 (83.5%) | Rate: 0.11 sims/sec | ETA: 68.1 min | Last: Principal+Interest HV=$8,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.48s)
[2025-10-11 16:12:12] Progress: 2290/2730 (83.9%) | Rate: 0.11 sims/sec | ETA: 66.5 min | Last: Principal+Interest HV=$8,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.16s)
[2025-10-11 16:13:36] Progress: 2300/2730 (84.2%) | Rate: 0.11 sims/sec | ETA: 64.9 min | Last: Principal+Interest HV=$8,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.31s)
[2025-10-11 16:15:40] Progress: 2310/2730 (84.6%) | Rate: 0.11 sims/sec | ETA: 63.5 min | Last: Principal+Interest HV=$8,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.65s)
[2025-10-11 16:16:32] Progress: 2320/2730 (85.0%) | Rate: 0.11 sims/sec | ETA: 61.9 min | Last: Principal+Interest HV=$8,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.20s)
[2025-10-11 16:17:55] Progress: 2330/2730 (85.3%) | Rate: 0.11 sims/sec | ETA: 60.4 min | Last: Principal+Interest HV=$8,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.40s)
[2025-10-11 16:20:00] Progress: 2340/2730 (85.7%) | Rate: 0.11 sims/sec | ETA: 58.9 min | Last: Principal+Interest HV=$8,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.95s)
[2025-10-11 16:20:53] Progress: 2350/2730 (86.1%) | Rate: 0.11 sims/sec | ETA: 57.3 min | Last: Principal+Interest HV=$8,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.24s)
[2025-10-11 16:22:18] Progress: 2360/2730 (86.4%) | Rate: 0.11 sims/sec | ETA: 55.8 min | Last: Principal+Interest HV=$8,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.55s)
[2025-10-11 16:24:22] Progress: 2370/2730 (86.8%) | Rate: 0.11 sims/sec | ETA: 54.4 min | Last: Principal+Interest HV=$8,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.37s)
[2025-10-11 16:25:14] Progress: 2380/2730 (87.2%) | Rate: 0.11 sims/sec | ETA: 52.8 min | Last: Principal+Interest HV=$8,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.18s)
[2025-10-11 16:26:37] Progress: 2390/2730 (87.5%) | Rate: 0.11 sims/sec | ETA: 51.3 min | Last: Principal+Interest HV=$8,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.38s)
[2025-10-11 16:28:41] Progress: 2400/2730 (87.9%) | Rate: 0.11 sims/sec | ETA: 49.8 min | Last: Principal+Interest HV=$8,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.55s)
[2025-10-11 16:29:33] Progress: 2410/2730 (88.3%) | Rate: 0.11 sims/sec | ETA: 48.2 min | Last: Principal+Interest HV=$9,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.22s)
[2025-10-11 16:30:56] Progress: 2420/2730 (88.6%) | Rate: 0.11 sims/sec | ETA: 46.7 min | Last: Principal+Interest HV=$9,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.36s)
[2025-10-11 16:33:02] Progress: 2430/2730 (89.0%) | Rate: 0.11 sims/sec | ETA: 45.3 min | Last: Principal+Interest HV=$9,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.66s)
