Rust Profitability Sweep Started: 2025-10-11 09:23:30.869192
Parameters: 100,000 paths per scenario
Method: Optimized integrated path generation
Cash Rate: 3.1% (historical average)
Interest Rate Bug Fix: Applied (correct quarterly calculation)
================================================================================

[2025-10-11 09:23:30] Starting Rust profitability sweep with 100,000 Monte Carlo paths
[2025-10-11 09:23:30] Total combinations to test: 2,730
[2025-10-11 09:23:30] Using optimized integrated path generation 🚀
[2025-10-11 09:23:36] Progress: 10/2730 (0.4%) | Rate: 1.68 sims/sec | ETA: 26.9 min | Last: Principal+Interest HV=$1,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.59s)
[2025-10-11 09:42:27] Progress: 1220/2730 (44.7%) | Rate: 1.07 sims/sec | ETA: 23.4 min | Last: Principal+Interest HV=$5,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.11s)
[2025-10-11 09:42:40] Progress: 1230/2730 (45.1%) | Rate: 1.07 sims/sec | ETA: 23.4 min | Last: Principal+Interest HV=$5,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.68s)
[2025-10-11 09:42:46] Progress: 1240/2730 (45.4%) | Rate: 1.07 sims/sec | ETA: 23.1 min | Last: Principal+Interest HV=$5,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 09:42:55] Progress: 1250/2730 (45.8%) | Rate: 1.07 sims/sec | ETA: 23.0 min | Last: Principal+Interest HV=$5,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.10s)
[2025-10-11 09:43:08] Progress: 1260/2730 (46.2%) | Rate: 1.07 sims/sec | ETA: 22.9 min | Last: Principal+Interest HV=$5,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.70s)
[2025-10-11 09:43:14] Progress: 1270/2730 (46.5%) | Rate: 1.07 sims/sec | ETA: 22.7 min | Last: Principal+Interest HV=$5,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 09:43:23] Progress: 1280/2730 (46.9%) | Rate: 1.07 sims/sec | ETA: 22.5 min | Last: Principal+Interest HV=$5,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.09s)
[2025-10-11 09:43:36] Progress: 1290/2730 (47.3%) | Rate: 1.07 sims/sec | ETA: 22.4 min | Last: Principal+Interest HV=$5,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.65s)
[2025-10-11 09:43:42] Progress: 1300/2730 (47.6%) | Rate: 1.07 sims/sec | ETA: 22.2 min | Last: Principal+Interest HV=$5,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 09:43:51] Progress: 1310/2730 (48.0%) | Rate: 1.07 sims/sec | ETA: 22.0 min | Last: Principal+Interest HV=$5,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.12s)
[2025-10-11 09:44:04] Progress: 1320/2730 (48.4%) | Rate: 1.07 sims/sec | ETA: 22.0 min | Last: Principal+Interest HV=$5,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.64s)
[2025-10-11 09:44:10] Progress: 1330/2730 (48.7%) | Rate: 1.07 sims/sec | ETA: 21.7 min | Last: Principal+Interest HV=$5,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.56s)
[2025-10-11 09:44:19] Progress: 1340/2730 (49.1%) | Rate: 1.07 sims/sec | ETA: 21.6 min | Last: Principal+Interest HV=$5,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.11s)
[2025-10-11 09:44:33] Progress: 1350/2730 (49.5%) | Rate: 1.07 sims/sec | ETA: 21.5 min | Last: Principal+Interest HV=$5,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.64s)
[2025-10-11 09:44:38] Progress: 1360/2730 (49.8%) | Rate: 1.07 sims/sec | ETA: 21.3 min | Last: Principal+Interest HV=$5,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.56s)
[2025-10-11 09:44:47] Progress: 1370/2730 (50.2%) | Rate: 1.07 sims/sec | ETA: 21.1 min | Last: Principal+Interest HV=$5,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.09s)
[2025-10-11 09:45:01] Progress: 1380/2730 (50.5%) | Rate: 1.07 sims/sec | ETA: 21.0 min | Last: Principal+Interest HV=$5,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.67s)
[2025-10-11 09:45:07] Progress: 1390/2730 (50.9%) | Rate: 1.07 sims/sec | ETA: 20.8 min | Last: Principal+Interest HV=$5,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.73s)
[2025-10-11 09:45:16] Progress: 1400/2730 (51.3%) | Rate: 1.07 sims/sec | ETA: 20.7 min | Last: Principal+Interest HV=$5,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.14s)
[2025-10-11 09:45:30] Progress: 1410/2730 (51.6%) | Rate: 1.07 sims/sec | ETA: 20.6 min | Last: Principal+Interest HV=$5,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.81s)
[2025-10-11 09:45:35] Progress: 1420/2730 (52.0%) | Rate: 1.07 sims/sec | ETA: 20.4 min | Last: Principal+Interest HV=$5,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 09:45:44] Progress: 1430/2730 (52.4%) | Rate: 1.07 sims/sec | ETA: 20.2 min | Last: Principal+Interest HV=$5,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.12s)
[2025-10-11 09:45:58] Progress: 1440/2730 (52.7%) | Rate: 1.07 sims/sec | ETA: 20.1 min | Last: Principal+Interest HV=$5,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.65s)
[2025-10-11 09:46:03] Progress: 1450/2730 (53.1%) | Rate: 1.07 sims/sec | ETA: 19.9 min | Last: Principal+Interest HV=$5,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.56s)
[2025-10-11 09:46:13] Progress: 1460/2730 (53.5%) | Rate: 1.07 sims/sec | ETA: 19.7 min | Last: Principal+Interest HV=$5,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.14s)
[2025-10-11 09:46:26] Progress: 1470/2730 (53.8%) | Rate: 1.07 sims/sec | ETA: 19.7 min | Last: Principal+Interest HV=$5,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.72s)
[2025-10-11 09:46:32] Progress: 1480/2730 (54.2%) | Rate: 1.07 sims/sec | ETA: 19.4 min | Last: Principal+Interest HV=$5,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.56s)
[2025-10-11 09:46:41] Progress: 1490/2730 (54.6%) | Rate: 1.07 sims/sec | ETA: 19.3 min | Last: Principal+Interest HV=$5,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.11s)
[2025-10-11 09:46:54] Progress: 1500/2730 (54.9%) | Rate: 1.07 sims/sec | ETA: 19.2 min | Last: Principal+Interest HV=$5,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.70s)
[2025-10-11 09:47:00] Progress: 1510/2730 (55.3%) | Rate: 1.07 sims/sec | ETA: 19.0 min | Last: Principal+Interest HV=$6,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.59s)
[2025-10-11 09:47:09] Progress: 1520/2730 (55.7%) | Rate: 1.07 sims/sec | ETA: 18.8 min | Last: Principal+Interest HV=$6,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.13s)
[2025-10-11 09:47:22] Progress: 1530/2730 (56.0%) | Rate: 1.07 sims/sec | ETA: 18.7 min | Last: Principal+Interest HV=$6,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.65s)
[2025-10-11 09:47:28] Progress: 1540/2730 (56.4%) | Rate: 1.07 sims/sec | ETA: 18.5 min | Last: Principal+Interest HV=$6,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.59s)
[2025-10-11 09:47:38] Progress: 1550/2730 (56.8%) | Rate: 1.07 sims/sec | ETA: 18.4 min | Last: Principal+Interest HV=$6,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.10s)
[2025-10-11 09:47:51] Progress: 1560/2730 (57.1%) | Rate: 1.07 sims/sec | ETA: 18.3 min | Last: Principal+Interest HV=$6,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.68s)
[2025-10-11 09:47:57] Progress: 1570/2730 (57.5%) | Rate: 1.07 sims/sec | ETA: 18.1 min | Last: Principal+Interest HV=$6,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.57s)
[2025-10-11 09:48:07] Progress: 1580/2730 (57.9%) | Rate: 1.07 sims/sec | ETA: 17.9 min | Last: Principal+Interest HV=$6,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.40s)
[2025-10-11 09:48:21] Progress: 1590/2730 (58.2%) | Rate: 1.07 sims/sec | ETA: 17.8 min | Last: Principal+Interest HV=$6,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.64s)
[2025-10-11 09:48:27] Progress: 1600/2730 (58.6%) | Rate: 1.07 sims/sec | ETA: 17.6 min | Last: Principal+Interest HV=$6,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.58s)
[2025-10-11 09:48:36] Progress: 1610/2730 (59.0%) | Rate: 1.07 sims/sec | ETA: 17.5 min | Last: Principal+Interest HV=$6,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.46s)
[2025-10-11 09:48:50] Progress: 1620/2730 (59.3%) | Rate: 1.07 sims/sec | ETA: 17.4 min | Last: Principal+Interest HV=$6,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.67s)
[2025-10-11 09:48:56] Progress: 1630/2730 (59.7%) | Rate: 1.07 sims/sec | ETA: 17.2 min | Last: Principal+Interest HV=$6,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.58s)
[2025-10-11 09:49:05] Progress: 1640/2730 (60.1%) | Rate: 1.07 sims/sec | ETA: 17.0 min | Last: Principal+Interest HV=$6,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.14s)
[2025-10-11 09:49:19] Progress: 1650/2730 (60.4%) | Rate: 1.07 sims/sec | ETA: 16.9 min | Last: Principal+Interest HV=$6,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.92s)
[2025-10-11 09:49:24] Progress: 1660/2730 (60.8%) | Rate: 1.07 sims/sec | ETA: 16.7 min | Last: Principal+Interest HV=$6,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.62s)
[2025-10-11 09:49:35] Progress: 1670/2730 (61.2%) | Rate: 1.07 sims/sec | ETA: 16.5 min | Last: Principal+Interest HV=$6,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.33s)
[2025-10-11 09:49:48] Progress: 1680/2730 (61.5%) | Rate: 1.06 sims/sec | ETA: 16.4 min | Last: Principal+Interest HV=$6,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.72s)
[2025-10-11 09:49:55] Progress: 1690/2730 (61.9%) | Rate: 1.07 sims/sec | ETA: 16.2 min | Last: Principal+Interest HV=$6,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.61s)
[2025-10-11 09:50:05] Progress: 1700/2730 (62.3%) | Rate: 1.07 sims/sec | ETA: 16.1 min | Last: Principal+Interest HV=$6,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.18s)
[2025-10-11 09:50:18] Progress: 1710/2730 (62.6%) | Rate: 1.06 sims/sec | ETA: 16.0 min | Last: Principal+Interest HV=$6,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.61s)
[2025-10-11 09:50:24] Progress: 1720/2730 (63.0%) | Rate: 1.07 sims/sec | ETA: 15.8 min | Last: Principal+Interest HV=$6,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:50:33] Progress: 1730/2730 (63.4%) | Rate: 1.07 sims/sec | ETA: 15.6 min | Last: Principal+Interest HV=$6,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.07s)
[2025-10-11 09:50:46] Progress: 1740/2730 (63.7%) | Rate: 1.06 sims/sec | ETA: 15.5 min | Last: Principal+Interest HV=$6,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.60s)
[2025-10-11 09:50:51] Progress: 1750/2730 (64.1%) | Rate: 1.07 sims/sec | ETA: 15.3 min | Last: Principal+Interest HV=$6,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.53s)
[2025-10-11 09:51:00] Progress: 1760/2730 (64.5%) | Rate: 1.07 sims/sec | ETA: 15.2 min | Last: Principal+Interest HV=$6,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.08s)
[2025-10-11 09:51:13] Progress: 1770/2730 (64.8%) | Rate: 1.06 sims/sec | ETA: 15.0 min | Last: Principal+Interest HV=$6,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.60s)
[2025-10-11 09:51:19] Progress: 1780/2730 (65.2%) | Rate: 1.07 sims/sec | ETA: 14.8 min | Last: Principal+Interest HV=$6,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:51:28] Progress: 1790/2730 (65.6%) | Rate: 1.07 sims/sec | ETA: 14.7 min | Last: Principal+Interest HV=$6,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.13s)
[2025-10-11 09:51:41] Progress: 1800/2730 (65.9%) | Rate: 1.06 sims/sec | ETA: 14.6 min | Last: Principal+Interest HV=$6,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.64s)
[2025-10-11 09:51:46] Progress: 1810/2730 (66.3%) | Rate: 1.07 sims/sec | ETA: 14.4 min | Last: Principal+Interest HV=$7,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:51:55] Progress: 1820/2730 (66.7%) | Rate: 1.07 sims/sec | ETA: 14.2 min | Last: Principal+Interest HV=$7,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.35s)
[2025-10-11 09:52:09] Progress: 1830/2730 (67.0%) | Rate: 1.06 sims/sec | ETA: 14.1 min | Last: Principal+Interest HV=$7,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.64s)
[2025-10-11 09:52:15] Progress: 1840/2730 (67.4%) | Rate: 1.07 sims/sec | ETA: 13.9 min | Last: Principal+Interest HV=$7,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.56s)
[2025-10-11 09:52:24] Progress: 1850/2730 (67.8%) | Rate: 1.07 sims/sec | ETA: 13.7 min | Last: Principal+Interest HV=$7,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.07s)
[2025-10-11 09:52:37] Progress: 1860/2730 (68.1%) | Rate: 1.06 sims/sec | ETA: 13.6 min | Last: Principal+Interest HV=$7,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.65s)
[2025-10-11 09:52:42] Progress: 1870/2730 (68.5%) | Rate: 1.07 sims/sec | ETA: 13.4 min | Last: Principal+Interest HV=$7,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.53s)
[2025-10-11 09:52:51] Progress: 1880/2730 (68.9%) | Rate: 1.07 sims/sec | ETA: 13.3 min | Last: Principal+Interest HV=$7,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:53:04] Progress: 1890/2730 (69.2%) | Rate: 1.07 sims/sec | ETA: 13.1 min | Last: Principal+Interest HV=$7,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.90s)
[2025-10-11 09:53:12] Progress: 1900/2730 (69.6%) | Rate: 1.07 sims/sec | ETA: 13.0 min | Last: Principal+Interest HV=$7,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.67s)
[2025-10-11 09:53:21] Progress: 1910/2730 (70.0%) | Rate: 1.07 sims/sec | ETA: 12.8 min | Last: Principal+Interest HV=$7,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.08s)
[2025-10-11 09:53:34] Progress: 1920/2730 (70.3%) | Rate: 1.06 sims/sec | ETA: 12.7 min | Last: Principal+Interest HV=$7,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.59s)
[2025-10-11 09:53:40] Progress: 1930/2730 (70.7%) | Rate: 1.07 sims/sec | ETA: 12.5 min | Last: Principal+Interest HV=$7,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.56s)
[2025-10-11 09:53:48] Progress: 1940/2730 (71.1%) | Rate: 1.07 sims/sec | ETA: 12.3 min | Last: Principal+Interest HV=$7,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:54:01] Progress: 1950/2730 (71.4%) | Rate: 1.07 sims/sec | ETA: 12.2 min | Last: Principal+Interest HV=$7,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.59s)
[2025-10-11 09:54:07] Progress: 1960/2730 (71.8%) | Rate: 1.07 sims/sec | ETA: 12.0 min | Last: Principal+Interest HV=$7,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:54:15] Progress: 1970/2730 (72.2%) | Rate: 1.07 sims/sec | ETA: 11.9 min | Last: Principal+Interest HV=$7,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.07s)
[2025-10-11 09:54:28] Progress: 1980/2730 (72.5%) | Rate: 1.07 sims/sec | ETA: 11.7 min | Last: Principal+Interest HV=$7,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.60s)
[2025-10-11 09:54:33] Progress: 1990/2730 (72.9%) | Rate: 1.07 sims/sec | ETA: 11.5 min | Last: Principal+Interest HV=$7,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 09:54:42] Progress: 2000/2730 (73.3%) | Rate: 1.07 sims/sec | ETA: 11.4 min | Last: Principal+Interest HV=$7,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.08s)
[2025-10-11 09:54:55] Progress: 2010/2730 (73.6%) | Rate: 1.07 sims/sec | ETA: 11.3 min | Last: Principal+Interest HV=$7,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.61s)
[2025-10-11 09:55:00] Progress: 2020/2730 (74.0%) | Rate: 1.07 sims/sec | ETA: 11.1 min | Last: Principal+Interest HV=$7,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:55:09] Progress: 2030/2730 (74.4%) | Rate: 1.07 sims/sec | ETA: 10.9 min | Last: Principal+Interest HV=$7,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.11s)
[2025-10-11 09:55:22] Progress: 2040/2730 (74.7%) | Rate: 1.07 sims/sec | ETA: 10.8 min | Last: Principal+Interest HV=$7,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.83s)
[2025-10-11 09:55:28] Progress: 2050/2730 (75.1%) | Rate: 1.07 sims/sec | ETA: 10.6 min | Last: Principal+Interest HV=$7,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 09:55:36] Progress: 2060/2730 (75.5%) | Rate: 1.07 sims/sec | ETA: 10.4 min | Last: Principal+Interest HV=$7,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.08s)
[2025-10-11 09:55:49] Progress: 2070/2730 (75.8%) | Rate: 1.07 sims/sec | ETA: 10.3 min | Last: Principal+Interest HV=$7,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.59s)
[2025-10-11 09:55:55] Progress: 2080/2730 (76.2%) | Rate: 1.07 sims/sec | ETA: 10.1 min | Last: Principal+Interest HV=$7,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:56:03] Progress: 2090/2730 (76.6%) | Rate: 1.07 sims/sec | ETA: 10.0 min | Last: Principal+Interest HV=$7,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:56:16] Progress: 2100/2730 (76.9%) | Rate: 1.07 sims/sec | ETA: 9.8 min | Last: Principal+Interest HV=$7,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.61s)
[2025-10-11 09:56:21] Progress: 2110/2730 (77.3%) | Rate: 1.07 sims/sec | ETA: 9.7 min | Last: Principal+Interest HV=$8,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.53s)
[2025-10-11 09:56:30] Progress: 2120/2730 (77.7%) | Rate: 1.07 sims/sec | ETA: 9.5 min | Last: Principal+Interest HV=$8,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.07s)
[2025-10-11 09:56:43] Progress: 2130/2730 (78.0%) | Rate: 1.07 sims/sec | ETA: 9.4 min | Last: Principal+Interest HV=$8,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.60s)
[2025-10-11 09:56:48] Progress: 2140/2730 (78.4%) | Rate: 1.07 sims/sec | ETA: 9.2 min | Last: Principal+Interest HV=$8,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.53s)
[2025-10-11 09:56:57] Progress: 2150/2730 (78.8%) | Rate: 1.07 sims/sec | ETA: 9.0 min | Last: Principal+Interest HV=$8,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:57:10] Progress: 2160/2730 (79.1%) | Rate: 1.07 sims/sec | ETA: 8.9 min | Last: Principal+Interest HV=$8,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.58s)
[2025-10-11 09:57:15] Progress: 2170/2730 (79.5%) | Rate: 1.07 sims/sec | ETA: 8.7 min | Last: Principal+Interest HV=$8,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.53s)
[2025-10-11 09:57:24] Progress: 2180/2730 (79.9%) | Rate: 1.07 sims/sec | ETA: 8.6 min | Last: Principal+Interest HV=$8,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:57:37] Progress: 2190/2730 (80.2%) | Rate: 1.07 sims/sec | ETA: 8.4 min | Last: Principal+Interest HV=$8,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.67s)
[2025-10-11 09:57:42] Progress: 2200/2730 (80.6%) | Rate: 1.07 sims/sec | ETA: 8.2 min | Last: Principal+Interest HV=$8,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.65s)
[2025-10-11 09:57:51] Progress: 2210/2730 (81.0%) | Rate: 1.07 sims/sec | ETA: 8.1 min | Last: Principal+Interest HV=$8,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:58:04] Progress: 2220/2730 (81.3%) | Rate: 1.07 sims/sec | ETA: 7.9 min | Last: Principal+Interest HV=$8,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.56s)
[2025-10-11 09:58:09] Progress: 2230/2730 (81.7%) | Rate: 1.07 sims/sec | ETA: 7.8 min | Last: Principal+Interest HV=$8,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 09:58:18] Progress: 2240/2730 (82.1%) | Rate: 1.07 sims/sec | ETA: 7.6 min | Last: Principal+Interest HV=$8,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:58:31] Progress: 2250/2730 (82.4%) | Rate: 1.07 sims/sec | ETA: 7.5 min | Last: Principal+Interest HV=$8,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.62s)
[2025-10-11 09:58:36] Progress: 2260/2730 (82.8%) | Rate: 1.07 sims/sec | ETA: 7.3 min | Last: Principal+Interest HV=$8,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:58:45] Progress: 2270/2730 (83.2%) | Rate: 1.07 sims/sec | ETA: 7.1 min | Last: Principal+Interest HV=$8,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:58:58] Progress: 2280/2730 (83.5%) | Rate: 1.07 sims/sec | ETA: 7.0 min | Last: Principal+Interest HV=$8,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.57s)
[2025-10-11 09:59:03] Progress: 2290/2730 (83.9%) | Rate: 1.07 sims/sec | ETA: 6.8 min | Last: Principal+Interest HV=$8,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 09:59:12] Progress: 2300/2730 (84.2%) | Rate: 1.07 sims/sec | ETA: 6.7 min | Last: Principal+Interest HV=$8,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.07s)
[2025-10-11 09:59:25] Progress: 2310/2730 (84.6%) | Rate: 1.07 sims/sec | ETA: 6.5 min | Last: Principal+Interest HV=$8,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.59s)
[2025-10-11 09:59:30] Progress: 2320/2730 (85.0%) | Rate: 1.07 sims/sec | ETA: 6.4 min | Last: Principal+Interest HV=$8,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.53s)
[2025-10-11 09:59:39] Progress: 2330/2730 (85.3%) | Rate: 1.07 sims/sec | ETA: 6.2 min | Last: Principal+Interest HV=$8,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 09:59:51] Progress: 2340/2730 (85.7%) | Rate: 1.07 sims/sec | ETA: 6.1 min | Last: Principal+Interest HV=$8,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.57s)
[2025-10-11 09:59:57] Progress: 2350/2730 (86.1%) | Rate: 1.07 sims/sec | ETA: 5.9 min | Last: Principal+Interest HV=$8,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 10:00:05] Progress: 2360/2730 (86.4%) | Rate: 1.08 sims/sec | ETA: 5.7 min | Last: Principal+Interest HV=$8,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.06s)
[2025-10-11 10:00:18] Progress: 2370/2730 (86.8%) | Rate: 1.07 sims/sec | ETA: 5.6 min | Last: Principal+Interest HV=$8,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.58s)
[2025-10-11 10:00:24] Progress: 2380/2730 (87.2%) | Rate: 1.08 sims/sec | ETA: 5.4 min | Last: Principal+Interest HV=$8,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 10:00:33] Progress: 2390/2730 (87.5%) | Rate: 1.08 sims/sec | ETA: 5.3 min | Last: Principal+Interest HV=$8,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.04s)
[2025-10-11 10:00:46] Progress: 2400/2730 (87.9%) | Rate: 1.07 sims/sec | ETA: 5.1 min | Last: Principal+Interest HV=$8,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.56s)
[2025-10-11 10:00:51] Progress: 2410/2730 (88.3%) | Rate: 1.08 sims/sec | ETA: 5.0 min | Last: Principal+Interest HV=$9,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.55s)
[2025-10-11 10:01:00] Progress: 2420/2730 (88.6%) | Rate: 1.08 sims/sec | ETA: 4.8 min | Last: Principal+Interest HV=$9,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.04s)
[2025-10-11 10:01:13] Progress: 2430/2730 (89.0%) | Rate: 1.07 sims/sec | ETA: 4.7 min | Last: Principal+Interest HV=$9,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.65s)
