,,,,,,,,,,,,,,,,,,,
,,100,111.62072515898103,79.84288419683907,106.11923222795723,131.36279331826378,159.004587471555,179.42631563150584,190.44965101357926,193.37960234018055,220.4161738226358,226.55356700912864,247.08624622219742,294.11264020199087,306.87843312498813,325.3647028918655,385.6458329104362,478.9696747366618,537.1366092959931
,,100,99.08092250587467,122.29790807856395,101.39765474044114,102.52414502987524,123.14050348935552,140.30922711827088,204.2187866272289,194.81345357494797,190.87386694063662,243.4306965139253,253.25044802201478,245.50095727929045,238.5005026505007,372.5545768881014,354.8479523334839,398.8011226820821,430.9672263324543
,,100,115.25896934771353,137.25892138753184,162.94374630608323,161.57352179578254,154.38788799169438,145.40223446581695,204.16844423850472,229.66701084848938,217.44392476418903,282.2021453367065,324.15184060701256,260.65377799075026,316.6513897832896,340.2403897034617,387.923595423803,504.84693920151904,592.5752254996896
,,100,86.58467259683381,99.13936014142422,121.28356938234754,131.77933027118047,146.00361817031708,165.84367151960038,194.97450210196916,190.1494619066251,210.1949098705361,272.0814228207254,311.3846163700201,325.03673914356114,357.03821554101586,393.2636669705304,390.14879535243017,517.471726456455,472.1970743440425
,,100,105.85483332564493,133.18595242289507,143.11491786854253,161.14058550538635,161.16827129765247,166.5214995792188,184.6545986849839,187.02718676064114,230.34636270764003,277.07189533099574,306.6754580046155,367.74079971650525,426.7644839797658,482.0869261768453,641.799744164803,522.5395761746204,449.0488707833247
,,100,111.67799646644943,132.71898472730277,142.16483613202462,152.0010050017408,170.33262738716024,186.0414760290399,171.45856449712056,176.325427906421,202.9841284506495,246.66213591046164,284.67464026297785,284.4101918991711,331.0418960753294,388.5468598836664,446.382360771346,462.9559701210233,522.3310170406102
,,100,119.52690676049124,127.79698987316016,136.9519470419882,176.7377847462419,192.44545860481912,169.27719323927099,220.54123873458096,193.77902428056905,274.29471347707226,246.56548421075112,271.97662701074563,287.965182014681,336.968186255807,346.84946754370856,387.7496391420964,408.62535628706576,464.1035171119715
,,100,95.83538978881943,108.04032380987712,130.28126987430812,108.46458718565061,119.01738799089856,152.08899727733453,155.52199547652666,177.30468681260902,228.1621559335889,261.30438956702665,270.2961732156441,322.84591608921863,385.4796191164363,372.15227284589304,368.75986248373334,390.6910850138511,513.4796287150896
,,100,90.41311800881235,105.2424000685786,134.710077120513,145.3174830686781,163.6228283310793,164.21248847069774,196.9053284121689,192.24611745386733,184.06068346940657,228.00043135329076,266.3133616681189,317.2429421094733,270.3962951592698,250.1105586702368,352.4072377277518,401.6342667903706,477.0395971756878
,,100,98.56195727308565,152.13481616905014,173.15556115967865,141.39940391122082,165.34904961963107,154.85607198535473,191.22891077066288,220.81303254385665,190.88681449859644,271.15585837258743,280.21903910558547,271.1586871689181,320.26598581912515,382.10895902542376,460.27252256336396,606.0258834478476,584.8033495404825
,,100,116.40974539876505,138.5429115133152,141.04838956165952,144.9378358214243,129.30944371622,149.65511720672617,183.15782392367373,203.3386022120107,207.0382465231674,220.28729436500436,218.27921605689016,282.2407531132494,342.63231634002693,368.4259776790151,406.2483323570177,441.4435694457727,475.46963285132597
,,100,117.77262897468223,127.00514596592438,124.06665183113313,126.64523741808489,142.04729634496002,170.04070307289197,208.34948007669857,197.66677907616724,242.90169386092435,250.76819069789659,273.08514677412745,308.9678951354878,320.84792348499514,367.4813775748365,377.75228819968214,371.4593452115524,428.8871648318461
,,100,107.1718977875562,138.22117715595925,147.57204672933284,154.9135370002649,157.70687824876157,196.82316338218465,226.5313020284131,240.49730231367704,220.6701491975894,235.99366222785196,260.793172189304,249.3694553719049,288.70677689958916,368.157781495472,395.2396448160903,495.7333549841096,559.3713271112177
,,100,118.72792444469542,118.59951910891638,111.15296064676019,121.92469593396969,148.98112165643667,191.37883143617643,239.22470741414173,255.6958441930929,328.88184221365765,324.38654232172564,366.0291431452631,338.07455690651204,345.8655633114571,338.4161079362749,393.4645688156072,497.37363259810763,434.1306611284721
,,100,108.5466700517346,97.93325319595618,122.8068647826351,143.49637170234092,141.07657310107152,181.12804739691458,230.30248705398682,209.54546481397506,246.04066754955022,269.3053038153173,275.2162654692236,274.5193790753642,298.0676175085613,415.89880476544243,451.45409798756657,480.81315945575227,535.5495504655837
,,100,94.45106467855942,115.1083674409168,135.118249396189,148.46590042555462,137.574257917578,190.77993002184422,160.94255287898108,209.3383596664201,225.153393252915,263.80826787474217,245.90801832592834,299.5796458022118,385.25317898442086,408.98643495880657,512.8543891894262,572.6761077337643,527.3943809022419
,,100,118.9762361086202,117.38396550758891,166.44739364115108,156.0779598454381,178.52711135036037,184.84253242104083,230.3320199659355,249.31503708587593,260.74498606936993,271.36262169738745,262.6402317753459,309.97918172483776,297.3585606365784,386.0576814138599,319.53810495726486,424.4202418351681,381.93016509055053
,,100,102.92368339252486,115.88574275835633,130.43087162697947,138.59491868513157,177.86623709566678,179.86967532286195,187.80425404032508,201.91673174057814,187.55577671124706,262.9865076589234,247.9005545585994,279.0484216983765,307.3473143226235,345.8063836454455,388.31490725156823,477.2003309611724,531.9140798605445
,,100,115.17505152861614,141.26772232282818,173.07694758584103,214.63996019708912,225.62739953369518,213.33113150921383,174.94223153555635,204.1299514617832,251.4751696707787,286.2922032256329,336.35330373704676,341.7607571331469,421.2056627530237,413.8629535205651,420.6553822733248,435.3325976783458,520.7891333050068
,,100,113.72154121470244,127.72141912787,150.35962338220347,174.99994848583088,161.92289413032861,208.15854735806977,259.02926285283485,273.7126100056882,212.9738134244721,278.123066084052,307.5324528030139,303.6311917997274,315.9560586165711,385.1930552138642,430.6686612005218,421.03381400599835,517.8640750518692
,,100,99.36577721828667,99.91962829390727,112.30765543884785,123.45993787884464,145.27018995271655,174.43140994923345,207.9100835996715,218.5797345801247,253.66302868729036,294.69417894333475,332.8470691837122,350.50849065523846,326.14289148801055,445.45703747181767,361.3441058140073,389.41674365497454,477.9502681747743
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
